ItemName,Price,BasePrice,Difference,ProfitMargin,AverageVolume,AverageDailyProfitPotential,PercentSoldInventory
Dual Heavy Beam Laser I Blueprint,4E+07,6249998,3.375E+07, 84.375,1, 33750000, 0
Mega Pulse Laser I Blueprint,5E+07,9999999,4E+07, 80,1, 40000000, 50.0
Mega Beam Laser I Blueprint,5E+07,1.239E+07,3.761E+07, 75.22,1, 37610000, 50.0
Tachyon Beam Laser I Blueprint,5E+07,1.558E+07,3.442E+07, 68.84,1, 34420000, 50.0
Carbonized Lead S Blueprint,20000,20000,0, 0,3, 0, 0
Nuclear S Blueprint,30000,30000,0, 0,1, 0, 0
Proton S Blueprint,40000,40000,0, 0,2, 0, 0
Depleted Uranium S Blueprint,50000,50000,0, 0,2, 0, 0
Titanium Sabot S Blueprint,60000,60000,0, 0,2, 0, 0
Fusion S Blueprint,70000,70000,0, 0,3, 0, 0
Phased Plasma S Blueprint,80000,80000,0, 0,2, 0, 0
EMP S Blueprint,100000,99990,10, 0.01,2, 20, 0
Carbonized Lead M Blueprint,80000,80000,0, 0,1, 0, 0
Nuclear M Blueprint,120000,4990948,-4870948, -4059.123,5, -24354740, 0
Proton M Blueprint,165000,165000,0, 0,1, 0, 0
Depleted Uranium M Blueprint,205000,0,205000, 100,4, 820000, 0
Titanium Sabot M Blueprint,235000,235000,0, 0,2, 0, 0
Fusion M Blueprint,275000,298943,-23943, -8.706546,3, -71829, 0
Phased Plasma M Blueprint,325000,325000,0, 0,2, 0, 0
EMP M Blueprint,400000,4390991,-3990991, -997.7476,6, -23945940, 0
Carbonized Lead L Blueprint,200000,620850,-420850, -210.425,3, -1262550, 0
Nuclear L Blueprint,300000,739976,-439976, -146.6587,4, -1759904, 0
Proton L Blueprint,400000,512989,-112989, -28.24725,3, -338967, 0
Depleted Uranium L Blueprint,500000,3999997,-3499997, -699.9994,4, -13999990, 0
Titanium Sabot L Blueprint,600000,909662,-309662, -51.61033,4, -1238648, 0
Fusion L Blueprint,700000,780000,-80000, -11.42857,4, -320000, 0
Phased Plasma L Blueprint,800000,2399656,-1599656, -199.957,4, -6398624, 0
EMP L Blueprint,1000000,3077772,-2077772, -207.7772,5, -10388860, 0
Executioner Blueprint,5500000,2599999,2900001, 52.72729,1, 2900001, 0
Inquisitor Blueprint,4999998,3250000,1749998, 34.99997,1, 1749998, 62.500
Tormentor Blueprint,5000000,3400000,1600000, 32,1, 1600000, 33.333333333333333333333333330
Navitas Blueprint,5499888,2698995,2800893, 50.92636,1, 2800892, 0
Tristan Blueprint,5499000,2979999,2519001, 45.80835,1, 2519001, 71.428571428571428571428571430
Incursus Blueprint,5500000,3520000,1980000, 36,1, 1980000, 0
Punisher Blueprint,5500000,3580000,1920000, 34.90909,1, 1920000, 0
Breacher Blueprint,2800000,2800000,0, 0,2, 0, 0
Burst Blueprint,2500000,2579920,-79920, -3.1968,1, -79920, 0
Kestrel Blueprint,5500000,2850000,2650000, 48.18182,1, 2650000, 0
Merlin Blueprint,5500000,2850000,2650000, 48.18182,1, 2650000, 66.666666666666666666666666670
Heron Blueprint,5500000,2750000,2750000, 50,1, 2750000, 0
Imicus Blueprint,5475999,3320000,2155999, 39.37179,1, 2155999, 14.285714285714285714285714290
Atron Blueprint,5499000,3050000,2449000, 44.53537,1, 2449000, 71.428571428571428571428571430
Maulus Blueprint,5500000,2500000,3000000, 54.54546,1, 3000000, 60.0
Caldari Shuttle Blueprint,50000,50000,0, 0,1, 0, 0
Moa Blueprint,1.5E+08,8.35E+07,6.65E+07, 44.33333,1, 66500000, 25.00
Maller Blueprint,1.6E+08,1.17E+08,4.3E+07, 26.875,1, 43000000, 50.0
Augoror Blueprint,1.6E+08,9.2E+07,6.8E+07, 42.5,1, 68000000, 50.0
Vexor Blueprint,9.625E+07,1.4E+08,-4.375E+07, -45.45454,1, -43750000, 77.777777777777777777777777780
Thorax Blueprint,9.625E+07,9E+07,6250000, 6.493506,1, 6250000, 38.888888888888888888888888890
Arbitrator Blueprint,1.5E+08,9E+07,5.999997E+07, 39.99999,1, 59999970, 50.0
Rupture Blueprint,8.3E+07,1.19E+08,-3.6E+07, -43.37349,2, -72000000, 0
Bellicose Blueprint,8.1E+07,1.17E+08,-3.6E+07, -44.44444,1, -36000000, 0
Scythe Blueprint,8E+07,9.899893E+07,-1.899893E+07, -23.74866,2, -37997860, 0
Blackbird Blueprint,1.5E+08,8.15E+07,6.85E+07, 45.66667,1, 68500000, 25.00
Celestis Blueprint,1.6E+08,1.2E+08,4E+07, 25,1, 40000000, 0
Exequror Blueprint,0,1.18E+08,-1.18E+08, -Infinity,1, -118000000, 0
Badger Blueprint,9000000,3487500,5512500, 61.25,1, 5512500, 57.142857142857142857142857140
Tayra Blueprint,9200000,7425000,1775000, 19.29348,1, 1775000, 26.086956521739130434782608700
Nereus Blueprint,8700000,3500000,5200000, 59.77011,1, 5200000, 28.571428571428571428571428570
Hoarder Blueprint,4525000,5000000,-475000, -10.49724,1, -475000, 0
Mammoth Blueprint,9375000,1.04E+07,-1024999, -10.93332,1, -1024999, 0
Wreathe Blueprint,3225000,4150000,-925000, -28.68217,1, -925000, 0
Kryos Blueprint,1.15E+07,3600000,7900000, 68.69566,1, 7900000, 33.333333333333333333333333330
Epithal Blueprint,1.25E+07,6700000,5800000, 46.4,1, 5800000, 9.090909090909090909090909090
Miasmos Blueprint,1.19E+07,5490000,6410000, 53.86555,1, 6410000, 41.666666666666666666666666670
Iteron Mark V Blueprint,1.65E+07,1.28E+07,3700000, 22.42424,1, 3700000, 80.0
Scorpion Blueprint,0,1.075E+09,-1.075E+09, -Infinity,0, 0, 0
Megathron Blueprint,0,1.47E+09,-1.47E+09, -Infinity,0, 0, 0
Apocalypse Blueprint,0,1.45E+09,-1.45E+09, -Infinity,0, 0, 0
Armageddon Blueprint,0,2.05E+09,-2.05E+09, -Infinity,0, 0, 0
Typhoon Blueprint,9.75E+08,1.35E+09,-3.75E+08, -38.46154,1, -375000000, 0
Dominix Blueprint,0,1.9E+09,-1.9E+09, -Infinity,0, 0, 0
Erebus Blueprint,0,0,0, NaN,0, 0, 0
Small Shield Extender I Blueprint,49920,49920,0, 0,1, 0, 0
Shield Recharger I Blueprint,87360,87360,0, 0,1, 0, 0
Small Shield Booster I Blueprint,91160,91160,0, 0,1, 0, 0
5MN Microwarpdrive I Blueprint,300000,316360,-16360, -5.453333,1, -16360, 0
1MN Afterburner I Blueprint,64500,64500,0, 0,1, 0, 0
Cargo Scanner I Blueprint,15000,399999,-384999, -2566.66,1, -384999, 0
Ship Scanner I Blueprint,19840,19840,0, 0,1, 0, 0
Survey Scanner I Blueprint,1000000,190000,810000, 81,1, 810000, 16.883116883116883116883116880
Warp Scrambler I Blueprint,0,394240,-394240, -Infinity,1, -394240, 0
Gyrostabilizer I Blueprint,243200,480000,-236800, -97.36842,1, -236800, 0
Small Armor Repairer I Blueprint,200000,1000000,-800000, -400,1, -800000, 0
Small Hull Repairer I Blueprint,499980,499980,0, 0,1, 0, 0
Stasis Webifier I Blueprint,224880,224880,0, 0,1, 0, 0
Small Remote Capacitor Transmitter I Blueprint,125000,125000,0, 0,1, 0, 0
Small Energy Nosferatu I Blueprint,395040,395040,0, 0,1, 0, 0
Small Energy Neutralizer I Blueprint,199680,199680,0, 0,1, 0, 0
75mm Gatling Rail I Blueprint,20000,20000,0, 0,1, 0, 0
Light Electron Blaster I Blueprint,60000,60000,0, 0,4, 0, 0
Light Ion Blaster I Blueprint,90000,90000,0, 0,1, 0, 0
Light Neutron Blaster I Blueprint,1200000,120000,1080000, 90,1, 1080000, 27.272727272727272727272727270
150mm Railgun I Blueprint,150000,150000,0, 0,1, 0, 0
Heavy Electron Blaster I Blueprint,2E+07,600000,1.94E+07, 97,1, 19400000, 0
Dual 150mm Railgun I Blueprint,0,200000,-200000, -Infinity,1, -200000, 0
Heavy Neutron Blaster I Blueprint,4E+07,1200000,3.88E+07, 97,1, 38800000, 50.0
Heavy Ion Blaster I Blueprint,2E+07,900000,1.91E+07, 95.5,1, 19100000, 83.33333333333333333333333333
250mm Railgun I Blueprint,5500000,1500000,4000000, 72.72727,1, 4000000, 0
Electron Blaster Cannon I Blueprint,4E+07,6000000,3.4E+07, 85,1, 34000000, 50.0
Dual 250mm Railgun I Blueprint,2E+07,2000000,1.8E+07, 90,1, 18000000, 33.333333333333333333333333330
Neutron Blaster Cannon I Blueprint,4.5E+07,1.2E+07,3.3E+07, 73.33334,1, 33000000, 0
425mm Railgun I Blueprint,5.5E+07,1.5E+07,4E+07, 72.72727,1, 40000000, 50.0
Ion Blaster Cannon I Blueprint,4.5E+07,9000000,3.6E+07, 80,1, 36000000, 50.0
Medium Capacitor Booster I Blueprint,281240,281240,0, 0,1, 0, 0
Adaptive Invulnerability Field I Blueprint,750000,750000,0, 0,1, 0, 0
Iron Charge S Blueprint,20000,20000,0, 0,1, 0, 0
Tungsten Charge S Blueprint,30000,30000,0, 0,1, 0, 0
Iridium Charge S Blueprint,40000,40000,0, 0,1, 0, 0
Lead Charge S Blueprint,50000,50000,0, 0,1, 0, 0
Thorium Charge S Blueprint,60000,60000,0, 0,1, 0, 0
Uranium Charge S Blueprint,70000,70000,0, 0,1, 0, 0
Plutonium Charge S Blueprint,80000,80000,0, 0,1, 0, 0
Antimatter Charge S Blueprint,100000,100000,0, 0,1, 0, 0
Iron Charge M Blueprint,80000,80000,0, 0,1, 0, 0
Tungsten Charge M Blueprint,110000,110000,0, 0,1, 0, 0
Iridium Charge M Blueprint,150000,150000,0, 0,1, 0, 0
Lead Charge M Blueprint,175000,175000,0, 0,1, 0, 0
Thorium Charge M Blueprint,225000,225000,0, 0,1, 0, 0
Uranium Charge M Blueprint,275000,275000,0, 0,1, 0, 0
Plutonium Charge M Blueprint,325000,325000,0, 0,1, 0, 0
Antimatter Charge M Blueprint,400000,400000,0, 0,1, 0, 0
Iron Charge L Blueprint,200000,200000,0.015625, 7.8125E-06,1, 0.015625, 0
Tungsten Charge L Blueprint,300000,300000,0, 0,1, 0, 0
Iridium Charge L Blueprint,400000,400000,0, 0,1, 0, 0
Lead Charge L Blueprint,500000,500000,0, 0,1, 0, 0
Thorium Charge L Blueprint,600000,600000,0, 0,1, 0, 0
Uranium Charge L Blueprint,700000,700000,0, 0,1, 0, 0
Plutonium Charge L Blueprint,800000,800000,0, 0,1, 0, 0
Antimatter Charge L Blueprint,1000000,1000000,0, 0,1, 0, 0
Radio S Blueprint,30000,30000,0, 0,1, 0, 0
Microwave S Blueprint,20000,20000,0, 0,1, 0, 0
Infrared S Blueprint,10000,10000,0, 0,1, 0, 0
Standard S Blueprint,12500,12500,0, 0,1, 0, 0
Ultraviolet S Blueprint,15000,15000,0, 0,1, 0, 0
Xray S Blueprint,50000.05,39000,11000.05, 22.00008,1, 11000.05, 83.33333333333333333333333333
Gamma S Blueprint,35000,35000,0, 0,1, 0, 0
Multifrequency S Blueprint,0,43500,-43500, -Infinity,1, -43500, 0
Radio M Blueprint,0,420000,-420000, -Infinity,0, 0, 0
Microwave M Blueprint,0,230000,-230000, -Infinity,0, 0, 0
Infrared M Blueprint,0,120000,-120000, -Infinity,0, 0, 0
Standard M Blueprint,125000,125000,0, 0,1, 0, 0
Ultraviolet M Blueprint,0,299000,-299000, -Infinity,0, 0, 0
Xray M Blueprint,0,280000,-280000, -Infinity,0, 0, 0
Gamma M Blueprint,0,372000,-372000, -Infinity,0, 0, 0
Multifrequency M Blueprint,0,413400,-413400, -Infinity,1, -413400, 0
Radio L Blueprint,0,3500000,-3500000, -Infinity,0, 0, 0
Microwave L Blueprint,0,2399999,-2399999, -Infinity,0, 0, 0
Infrared L Blueprint,0,1303000,-1303000, -Infinity,0, 0, 0
Standard L Blueprint,1250000,1250000,0, 0,1, 0, 0
Ultraviolet L Blueprint,0,1640000,-1640000, -Infinity,0, 0, 0
Xray L Blueprint,0,2640000,-2640000, -Infinity,0, 0, 0
Gamma L Blueprint,0,3900000,-3900000, -Infinity,0, 0, 0
Multifrequency L Blueprint,0,4500000,-4500000, -Infinity,1, -4500000, 0
Cap Booster 25 Blueprint,100000,100000,0, 0,1, 0, 1.6129032258064516129032258100
Cap Booster 50 Blueprint,250000,250000,0, 0,1, 0, 0
Auto Targeting System I,19887.97,9998.97,9889.001, 49.72353,10, 98890.01, 18.018575851393188854489164090
Small Armor Repairer II,659999,493859,166140, 25.17277,19, 3156660, 10.386266094420600858369098710
Small Cap Battery I,28500,29979.98,-1479.98, -5.192914,17, -25159.67, 10.084033613445378151260504200
Small Cap Battery I Blueprint,100000,100000,0, 0,1, 0, 0
Small Remote Capacitor Transmitter II,1308000,655586.6,652413.4, 49.8787,9, 5871721, 3.9215686274509803921568627500
'Basic' Overdrive Injector System,2700900,1394000,1306900, 48.38757,3, 3920700, 0
Basic EM Plating,1.6E+07,1000000,1.5E+07, 93.75,8, 120000000, 20.0
Cap Recharger I,77398.95,32489.11,44909.84, 58.02384,10, 449098.4, 18.454190186712983065566652190
Cap Recharger I Blueprint,0,480000,-480000, -Infinity,1, -480000, 0
EM Plating I,10000,19989.89,-9989.891, -99.8989,12, -119878.7, 1.1904761904761904761904761900
EM Plating II,186949.4,85989.98,100959.4, 54.00361,1, 100959.4, 14.159292035398230088495575220
Wasp I,50000,58999.97,-8999.969, -17.99994,39, -350998.8, 24.528301886792452830188679250
Civilian Mining Drone,20000,2910.01,17089.99, 85.44995,12, 205079.9, 74.299065420560747663551401870
EM Plating I Blueprint,0,8999987,-8999987, -Infinity,0, 0, 0
Auto Targeting System I Blueprint,29440,29440,0, 0,1, 0, 0
Burst Jammer I Blueprint,0,416640,-416640, -Infinity,0, 0, 0
Passive Targeter I Blueprint,250000,0,250000, 100,1, 250000, 0
Wasp I Blueprint,5000000,5000000,0, 0,1, 0, 0
Mjolnir Auto-Targeting Light Missile I Blueprint,180000,180000,0, 0,1, 0, 0
Civilian Mining Drone Blueprint,1498600,1498600,0, 0,1, 0, 0
Scourge Rocket Blueprint,45000,45000,0, 0,1, 0, 0
Scourge Torpedo Blueprint,9000000,9000000,0, 0,1, 0, 0
Bistot,2980,4000,-1020, -34.22819,900, -918000, 51.071250622820129546586945690
Pyroxeres,45,42,3, 6.666667,50658, 151974, 0
Crokite,2989.98,10000,-7010.02, -234.4504,691, -4843924, 3.12500
Jaspet,246,300,-54, -21.95122,10068, -543672, 23.841668916824177692438470690
Omber,40,91.1,-51.1, -127.75,471689, -24103310, 7.6817285292549187710663227200
Scordite,12.44,16,-3.56, -28.61737,2132562, -7591922, 1.9317205623120944513916419200
Gneiss,1499,1978,-479, -31.95464,3583, -1716257, 2.8093318675949676316110907500
Veldspar,11.19,14.23,-3.04, -27.16711,11121113, -33808180, 1.5180239200530327832475516100
Hemorphite,999,999,0, 0,4656, 0, 71.315650799227121025821183910
Dark Ochre,0,2399,-2399, -Infinity,829, -1988771, 0
Overdrive Injector System II,1034931,597795.5,437135.4, 42.23812,29, 12676930, 30.095238095238095238095238100
'Basic' Reinforced Bulkheads,1.9999E+07,1499000,1.85E+07, 92.50462,1, 18500000, 37.500
'Basic' Nanofiber Internal Structure,3800900,340000,3460900, 91.05475,4, 13843600, 0
Overdrive Injector System I,30000,10000,20000, 66.66666,23, 460000, 6.7520372526193247962747380700
Overdrive Injector System I Blueprint,249980,249980,0, 0,1, 0, 0
Capacitor Flux Coil I,56000,7105.4,48894.6, 87.31179,4, 195578.4, 7.7680525164113785557986870900
Capacitor Flux Coil I Blueprint,0,41600,-41600, -Infinity,0, 0, 0
Capacitor Flux Coil II,1345000,695541.1,649458.9, 48.28691,13, 8442966, 16.666666666666666666666666670
Shield Flux Coil I,50000,1998.85,48001.15, 96.0023,10, 480011.5, 4.9019607843137254901960784300
Shield Flux Coil I Blueprint,0,41600,-41600, -Infinity,0, 0, 0
Shield Flux Coil II,1400000,659999,740001.1, 52.85722,3, 2220004, 8.040201005025125628140703520
Basic Explosive Plating,1.9E+07,3500000,1.55E+07, 81.57895,1, 15500000, 0
Explosive Plating I,10000,7494.76,2505.24, 25.0524,1, 2505.24, 7.2916666666666666666666666700
Explosive Plating I Blueprint,49740,49740,0, 0,1, 0, 0
Explosive Plating II,638570.3,198875.9,439694.4, 68.85607,2, 879388.9, 18.390804597701149425287356320
Basic Layered Plating,0,4999999,-4999999, -Infinity,0, 0, 0
Layered Plating I,10000,8780.52,1219.48, 12.19481,1, 1219.48, 2.6315789473684210526315789500
Layered Plating I Blueprint,0,500000,-500000, -Infinity,0, 0, 0
Layered Plating II,239998.7,229995.1,10003.61, 4.168192,2, 20007.22, 0.4909983633387888707037643200
Basic Kinetic Plating,1.9986E+07,0,1.9986E+07, 100,1, 19986000, 50.0
Kinetic Plating I,10000,6800,3200, 32,1, 3200, 4.1095890410958904109589041100
Kinetic Plating I Blueprint,0,7000000,-7000000, -Infinity,1, -7000000, 0
Kinetic Plating II,544999.1,124984,420015.1, 77.06713,1, 420015.1, 6.400
Basic Thermal Plating,1.79009E+07,1300000,1.66009E+07, 92.73779,1, 16600900, 22.222222222222222222222222220
Thermal Plating I,10000,7499.99,2500.01, 25.0001,9, 22500.09, 15.00
Thermal Plating I Blueprint,0,9999987,-9999987, -Infinity,0, 0, 0
Thermal Plating II,499199,92000,407199, 81.57047,3, 1221597, 0
Basic Adaptive Nano Plating,1.9E+07,7000000,1.2E+07, 63.15789,5, 60000000, 10.0
Adaptive Nano Plating I,15000,5289.84,9710.16, 64.7344,11, 106811.8, 12.206047032474804031354983200
Adaptive Nano Plating I Blueprint,74680,74680,0, 0,1, 0, 0
Adaptive Nano Plating II,200000,219894,-19893.95, -9.946977,27, -537136.8, 5.1987767584097859327217125400
'Basic' Expanded Cargohold,9589000,440000,9149000, 95.41141,3, 27447000, 11.627906976744186046511627910
Expanded Cargohold I,1500,1480,20, 1.333333,122, 2440, 20.581082810700115192627671830
Expanded Cargohold I Blueprint,16640,16640,0, 0,1, 0, 0
Expanded Cargohold II,510000,342995.3,167004.7, 32.74603,168, 28056790, 25.145925752976885360728461360
Reinforced Bulkheads I,44439.93,29995.88,14444.05, 32.50241,18, 259992.9, 2.7080581241743725231175693500
Reinforced Bulkheads I Blueprint,125000,125000,0, 0,1, 0, 0
Reinforced Bulkheads II,591900,324875.9,267024.1, 45.11305,28, 7476676, 15.207972270363951473136915080
Basic Reactor Control Unit,3999999,2701000,1298999, 32.47498,3, 3896997, 26.315789473684210526315789470
Reactor Control Unit I,20000,8000,12000, 60,10, 120000, 9.126594700686947988223748770
Reactor Control Unit I Blueprint,0,99200,-99200, -Infinity,0, 0, 0
Reactor Control Unit II,897995,644466.6,253528.4, 28.23272,12, 3042341, 6.9029850746268656716417910400
'Basic' Inertial Stabilizers,9900900,3999999,5900901, 59.59964,1, 5900901, 0
Inertial Stabilizers I,27983.41,12487.99,15495.42, 55.37359,49, 759275.6, 18.597168597168597168597168600
Inertial Stabilizers I Blueprint,54380,54380,0, 0,1, 0, 0
Inertial Stabilizers II,499500,516764.1,-17264.13, -3.456281,148, -2555090, 18.124754805806198509219301690
'Basic' Shield Power Relay,1.8899E+07,6496969,1.240203E+07, 65.62268,1, 12402030, 18.181818181818181818181818180
Shield Power Relay II,1000000,625099.9,374900.1, 37.49001,23, 8622701, 33.940397350993377483443708610
Auto Targeting System II,7.791711E+08,977764.9,7.781933E+08, 99.87451,5, 3890967000, 12.500
Capacitor Power Relay I,12540,22929.9,-10389.9, -82.85407,4, -41559.6, 31.7500
Capacitor Power Relay I Blueprint,0,97440,-97440, -Infinity,1, -97440, 0
Capacitor Power Relay II,900000.1,599998,300002.1, 33.33356,20, 6000041, 17.514124293785310734463276840
'Basic' Power Diagnostic System,1E+07,2469999,7530001, 75.30001,3, 22590000, 7.6923076923076923076923076900
Power Diagnostic System I,14999.99,6825.97,8174.02, 54.4935,16, 130784.3, 12.014388489208633093525179860
Power Diagnostic System I Blueprint,0,99200,-99200, -Infinity,1, -99200, 0
Power Diagnostic System II,900000,879986.5,20013.5, 2.223722,25, 500337.5, 6.2081558125380401704199634800
Small Proton Smartbomb I,74000,52000,22000, 29.72973,2, 44000, 9.950248756218905472636815920
Small Proton Smartbomb I Blueprint,500000,5000000,-4500000, -900,1, -4500000, 0
Small Proton Smartbomb II,2900000,419881.9,2480118, 85.52131,1, 2480118, 13.333333333333333333333333330
Small Graviton Smartbomb I,90000,39999.97,50000.03, 55.55559,1, 50000.03, 21.052631578947368421052631580
Small Graviton Smartbomb I Blueprint,550000,5000000,-4450000, -809.0909,1, -4450000, 0
Small Graviton Smartbomb II,0,479998.1,-479998.1, -Infinity,3, -1439994, 0
Small Plasma Smartbomb I,0,220000,-220000, -Infinity,4, -879999.9, 0
Small Plasma Smartbomb I Blueprint,1999999,600000,1399999, 69.99998,0, 0, 0
Small Plasma Smartbomb II,0,2799998,-2799998, -Infinity,2, -5599996, 0
Small EMP Smartbomb I,105000,183400,-78399.99, -74.66668,4, -313600, 19.018404907975460122699386500
Small EMP Smartbomb I Blueprint,650000,4588000,-3938000, -605.8461,1, -3938000, 0
Small EMP Smartbomb II,1000000,331999,668001, 66.8001,2, 1336002, 0
Basic EM Ward Amplifier,0,1.06E+08,-1.06E+08, -Infinity,1, -106000000, 0
Basic Thermal Dissipation Amplifier,0,5E+07,-5E+07, -Infinity,1, -50000000, 0
Basic Kinetic Deflection Amplifier,3.7735E+07,2.8E+07,9735000, 25.79833,1, 9735000, 0
Basic Explosive Deflection Amplifier,2E+07,5000000,1.5E+07, 75,3, 45000000, 20.0
EM Ward Amplifier I,29999,30844.97,-845.9707, -2.819996,13, -10997.62, 11.050847457627118644067796610
EM Ward Amplifier I Blueprint,187420,187420,0, 0,1, 0, 0
Scourge Auto-Targeting Light Missile I,13,17,-4, -30.76923,38039, -152156, 81.24470211915233906437425030
Scourge Auto-Targeting Light Missile I Blueprint,150000,150000,0, 0,1, 0, 0
