ItemName,Price,BasePrice,Difference,ProfitMargin,AverageVolume,AverageDailyProfitPotential,PercentSoldInventory,,
Republic Fleet 800mm Repeating Cannon,"125,000,000.00","78,500,000.00","46,500,000.00",37.20,3.00,"139,500,000.00",0.00,,
Mid-grade Snake Delta,"249,000,000.00","110,000,000.00","139,000,000.00",55.82,1.00,"139,000,000.00",25.00,,
Women's YC119 Yoiul Festival T-shirt,"70,000,000.00","598,988.00","69,401,010.00",99.14,2.00,"138,802,000.00",0.00,,
Frostline 'Omnivore' Harvester Upgrade,"32,000,000.00","14,999,000.00","17,001,000.00",53.13,8.00,"136,008,000.00",86.11,,
Centus X-Type Large Armor Repairer,"280,000,000.00","144,000,100.00","135,999,900.00",48.57,1.00,"135,999,900.00",0.00,,
Dread Guristas Cruise Missile Launcher,"99,000,000.00","53,900,000.00","45,100,000.00",45.56,3.00,"135,300,000.00",0.00,,
'Peace' Large Remote Armor Repairer,"325,000,000.00","189,999,900.00","135,000,100.00",41.54,1.00,"135,000,100.00",0.00,,
Hardwiring - Zainou 'Sharpshooter' ZMX110,"320,000,000.00","185,000,000.00","135,000,000.00",42.19,1.00,"135,000,000.00",0.00,,
Orthrus Glacial Drift SKIN (Permanent),"200,000,000.00","65,000,000.00","135,000,000.00",67.50,1.00,"135,000,000.00",0.00,,
CONCORD Ion Siege Blaster,"369,000,000.00","235,000,000.00","134,000,000.00",36.31,1.00,"134,000,000.00",0.00,,
Centum C-Type Medium Remote Armor Repairer,"122,000,000.00","55,000,000.00","67,000,000.00",54.92,2.00,"134,000,000.00",14.29,,
Clone Soldier Negotiator Tag,"40,001,000.00","30,440,000.00","9,561,004.00",23.90,14.00,"133,854,100.00",27.07,,
Standup Signal Amplifier II,"195,000,000.00","63,284,990.00","131,715,000.00",67.55,1.00,"131,715,000.00",0.00,,
Bellicose Dawn of Liberation SKIN (Permanent),"150,000,000.00","21,000,000.00","129,000,000.00",86.00,1.00,"129,000,000.00",0.00,,
Standup Point Defense Battery I,"198,000,000.00","71,700,000.00","126,300,000.00",63.79,1.00,"126,300,000.00",42.86,,
Frostline 'Clavicula' Integrated Analyzer,"99,000,000.00","56,999,660.00","42,000,340.00",42.42,3.00,"126,001,000.00",14.29,,
Federation Navy Tracking Computer,"395,000,000.00","269,000,000.00","126,000,000.00",31.90,1.00,"126,000,000.00",0.00,,
Tungsten Carbide Armor Plate,"89,100.21","15,435.00","73,665.21",82.68,"1,709.00","125,893,800.00",3.05,,
'Anguis' Ice Harvester Upgrade,"240,000,000.00","177,500,000.00","62,499,980.00",26.04,2.00,"125,000,000.00",0.00,,
Inherent Implants 'Noble' Mechanic MC-805,"260,000,000.00","135,523,900.00","124,476,100.00",47.88,1.00,"124,476,100.00",0.00,,
Dread Guristas Nova Heavy Missile,"270,000.00","158,966.90","111,033.10",41.12,"1,112.00","123,468,800.00",9.64,,
Shadow Serpentis Inertial Stabilizers,"279,000,000.00","156,667,400.00","122,332,600.00",43.85,1.00,"122,332,600.00",10.00,,
Antaeus I,"23,999,660.00","8,789,870.00","15,209,790.00",63.38,8.00,"121,678,300.00",0.00,,
Dark Blood Large EMP Smartbomb,"270,000,000.00","148,411,400.00","121,588,600.00",45.03,1.00,"121,588,600.00",0.00,,
Mantis II,"39,985,600.00","26,499,970.00","13,485,620.00",33.73,9.00,"121,370,600.00",0.00,,
Athanor,"871,009,300.00","749,956,000.00","121,053,300.00",13.90,1.00,"121,053,300.00",0.00,,
Ion Siege Blaster I,"110,000,000.00","49,973,000.00","60,027,000.00",54.57,2.00,"120,054,000.00",0.00,,
Basic EM Plating,"16,000,000.00","1,000,000.00","15,000,000.00",93.75,8.00,"120,000,000.00",20.00,,
Zainou 'Snapshot' Auto-Targeting Explosion Radius FR-1005,"250,000,000.00","130,000,000.00","120,000,000.00",48.00,1.00,"120,000,000.00",0.00,,
Capital Azeotropic Restrained Shield Extender,"148,900,000.00","29,220,010.00","119,680,000.00",80.38,1.00,"119,680,000.00",14.29,,
Capital Capacitor Control Circuit II,"244,000,000.00","124,840,600.00","119,159,400.00",48.84,1.00,"119,159,400.00",40.74,,
Orca Blood Raider Industrial Livery SKIN (Permanent),"600,000,000.00","480,894,500.00","119,105,500.00",19.85,1.00,"119,105,500.00",0.00,,
Shadow Serpentis Large Plasma Smartbomb,"198,150,000.00","79,999,800.00","118,150,200.00",59.63,1.00,"118,150,200.00",0.00,,
Mid-grade Nomad Beta,"250,000,000.00","131,880,000.00","118,120,000.00",47.25,1.00,"118,120,000.00",0.00,,
Dread Guristas Scourge Heavy Missile,"200,000.00","120,005.00","79,994.98",40.00,"1,464.00","117,112,700.00",0.00,,
Low-grade Asklepian Omega,"300,000,000.00","183,888,000.00","116,112,000.00",38.70,1.00,"116,112,000.00",0.00,,
Domination Medium Armor Repairer,"174,000,000.00","57,980,000.00","116,020,000.00",66.68,1.00,"116,020,000.00",0.00,,
Zainou 'Gnome' Shield Management SM-705,"245,000,000.00","129,000,000.00","116,000,000.00",47.35,1.00,"116,000,000.00",0.00,,
Capital Compact Pb-Acid Cap Battery,"249,900,000.00","134,000,000.00","115,900,000.00",46.38,1.00,"115,900,000.00",0.00,,
Capital Tractor Beam II,"147,500,000.00","32,119,030.00","115,381,000.00",78.22,1.00,"115,381,000.00",0.00,,
Paladin Purity of the Throne SKIN (Permanent),"261,250,000.00","145,999,900.00","115,250,100.00",44.11,1.00,"115,250,100.00",50.00,,
High-grade Ascendancy Delta,"630,000,000.00","514,900,000.00","115,100,000.00",18.27,1.00,"115,100,000.00",33.33,,
Megathron Operation Permafrost SKIN (Permanent),"545,000,000.00","430,000,100.00","114,999,900.00",21.10,1.00,"114,999,900.00",0.00,,
Dread Guristas Inferno Light Missile,"178,990.50","79,999.99","98,990.52",55.30,"1,161.00","114,928,000.00",56.82,,
Standup Cyclops II,"58,744,590.00","40,000,000.00","18,744,590.00",31.91,6.00,"112,467,500.00",0.00,,
Multiple Pilot Training Certificate,"1,900,000,000.00","1,872,000,000.00","28,000,000.00",1.47,4.00,"112,000,000.00",0.00,,
Heavy Entropic Disintegrator II,"188,000,000.00","76,350,000.00","111,650,000.00",59.39,1.00,"111,650,000.00",0.00,,
Capital Shield Extender II,"221,087,000.00","109,900,000.00","111,187,000.00",50.29,1.00,"111,187,000.00",14.29,,
'Aoede' Mining Laser Upgrade,"676,000,000.00","565,000,000.00","111,000,000.00",16.42,1.00,"111,000,000.00",0.00,,
Gila,"203,000,000.00","184,566,700.00","18,433,330.00",9.08,6.00,"110,600,000.00",22.45,,
Capital Drone Mining Augmentor I,"101,997,000.00","46,899,950.00","55,097,050.00",54.02,2.00,"110,194,100.00",0.00,,
Dread Guristas Adaptive Invulnerability Field,"413,000,000.00","303,000,000.00","110,000,000.00",26.63,1.00,"110,000,000.00",0.00,,
25000mm Rolled Tungsten Compact Plates,"225,000,000.00","115,000,000.00","110,000,000.00",48.89,1.00,"110,000,000.00",33.33,,
Dominix Cryptic Mimesis SKIN (Permanent),"300,000,000.00","190,000,000.00","110,000,000.00",36.67,1.00,"110,000,000.00",0.00,,
Dread Guristas Mjolnir Heavy Missile,"220,000.00","110,000.00","110,000.00",50.00,999.00,"109,890,000.00",8.17,,
High-grade Talisman Gamma,"163,333,300.00","53,998,980.00","109,334,400.00",66.94,1.00,"109,334,400.00",0.00,,
Caldari Drone Specialization,"23,880,810.00","2,199,000.00","21,681,810.00",90.79,5.00,"108,409,000.00",14.29,,
Standup Heavy Energy Neutralizer II,"350,000,000.00","241,661,700.00","108,338,300.00",30.95,1.00,"108,338,300.00",0.00,,
Inherent Implants 'Squire' Capacitor Systems Operation EO-605,"250,000,000.00","142,323,000.00","107,677,000.00",43.07,1.00,"107,677,000.00",33.33,,
Triple Neutron Blaster Cannon I Blueprint,"150,000,000.00","42,800,000.00","107,200,000.00",71.47,1.00,"107,200,000.00",0.00,,
Eifyr and Co. 'Alchemist' Neurotoxin Recovery NR-1005,"250,000,000.00","144,100,000.00","105,900,000.00",42.36,1.00,"105,900,000.00",33.33,,
Imperial Navy Modified 'Noble' Implant,"480,000,000.00","374,632,700.00","105,367,300.00",21.95,1.00,"105,367,300.00",0.00,,
Standup Market Hub I,"1,000,000,000.00","895,000,000.00","105,000,000.00",10.50,1.00,"105,000,000.00",20.00,,
Standup Composite Reactor I,"230,000,000.00","125,000,000.00","105,000,000.00",45.65,1.00,"105,000,000.00",0.00,,
Eifyr and Co. 'Alchemist' Biology BY-810,"248,999,900.00","144,300,000.00","104,699,900.00",42.05,1.00,"104,699,900.00",33.33,,
Large Drone Speed Augmentor II,"225,000,000.00","120,371,700.00","104,628,300.00",46.50,1.00,"104,628,300.00",11.11,,
Dread Guristas Nova Torpedo,"240,000.00","108,999.40","131,000.60",54.58,798.00,"104,538,500.00",1.44,,
Standup Anticapital Missile Launcher I,"79,000,000.00","26,800,000.00","52,200,000.00",66.08,2.00,"104,400,000.00",0.00,,
Dual 1000mm Railgun I Blueprint,"150,000,000.00","46,052,410.00","103,947,600.00",69.30,1.00,"103,947,600.00",0.00,,
Dread Guristas Large Graviton Smartbomb,"150,000,000.00","46,850,110.00","103,149,900.00",68.77,1.00,"103,149,900.00",0.00,,
Stratios,"173,309,000.00","152,713,300.00","20,595,700.00",11.88,5.00,"102,978,500.00",12.90,,
Standup Weapon Disruption Burst Projector,"195,969,900.00","93,800,000.00","102,169,900.00",52.14,1.00,"102,169,900.00",0.00,,
Raven Navy Issue,"612,000,000.00","510,000,000.00","102,000,000.00",16.67,1.00,"102,000,000.00",0.00,,
Caldari Navy Rapid Heavy Missile Launcher,"97,000,000.00","46,000,000.00","51,000,000.00",52.58,2.00,"102,000,000.00",33.33,,
Inherent Implants 'Lancer' Small Energy Turret SE-605,"250,000,000.00","148,009,900.00","101,990,100.00",40.80,1.00,"101,990,100.00",0.00,,
Corpus X-Type Heavy Energy Nosferatu,"118,950,000.00","17,000,000.00","101,950,000.00",85.71,1.00,"101,950,000.00",66.67,,
Low-grade Snake Gamma,"140,000,000.00","38,139,980.00","101,860,000.00",72.76,1.00,"101,860,000.00",0.00,,
Standup Templar I,"12,111,780.00","4,300,000.00","7,811,777.00",64.50,13.00,"101,553,100.00",40.00,,
Shadow Serpentis 10MN Afterburner,"167,500,000.00","65,999,990.00","101,500,000.00",60.60,1.00,"101,500,000.00",0.00,,
Quad Mega Pulse Laser I Blueprint,"150,000,000.00","48,800,000.00","101,200,000.00",67.47,1.00,"101,200,000.00",0.00,,
Enforcer,"510,000,000.00","408,978,000.00","101,022,000.00",19.81,1.00,"101,022,000.00",0.00,,
Pith B-Type EM Ward Field,"165,000,000.00","64,596,100.00","100,403,900.00",60.85,1.00,"100,403,900.00",0.00,,
Zarmazd,"470,000,000.00","369,689,000.00","100,311,000.00",21.34,1.00,"100,311,000.00",0.00,,
Large Warp Core Optimizer II,"145,000,000.00","44,700,000.00","100,300,000.00",69.17,1.00,"100,300,000.00",50.00,,
High-grade Halo Gamma,"200,000,000.00","99,900,000.00","100,100,000.00",50.05,1.00,"100,100,000.00",0.00,,
Large Drone Repair Augmentor II,"125,000,000.00","75,000,000.00","50,000,000.00",40.00,2.00,"100,000,000.00",0.00,,
Pirate Detection Array 3 Blueprint,"1,000,000,000.00","900,000,000.00","100,000,000.00",10.00,1.00,"100,000,000.00",0.00,,
Men's “Mirelle” Upwell Executive Spectacles,"250,000,000.00","150,000,000.00","100,000,000.00",40.00,1.00,"100,000,000.00",0.00,,
Standup Firbolg II,"18,000,000.00","8,000,000.00","10,000,000.00",55.56,10.00,"100,000,000.00",53.33,,
Pulse Activated Nexus Invulnerability Core,"170,000,000.00","70,000,010.00","99,999,990.00",58.82,1.00,"99,999,990.00",0.00,,
Federation Navy 500MN Microwarpdrive,"300,000,000.00","200,000,000.00","99,999,980.00",33.33,1.00,"99,999,980.00",0.00,,
Pithum A-Type Adaptive Invulnerability Field,"1,500,000,000.00","1,400,226,000.00","99,773,950.00",6.65,1.00,"99,773,950.00",0.00,,
Imperial Navy Large EMP Smartbomb,"256,010,000.00","156,999,000.00","99,011,010.00",38.67,1.00,"99,011,010.00",0.00,,
Capital ACM Compact Armor Repairer,"279,000,000.00","180,000,100.00","98,999,920.00",35.48,1.00,"98,999,920.00",0.00,,
Capital Cap Battery I,"30,000,000.00","5,365,257.00","24,634,740.00",82.12,4.00,"98,538,980.00",9.76,,
Nighthawk Wiyrkomi SKIN (Permanent),"100,000,000.00","1,499,900.00","98,500,100.00",98.50,1.00,"98,500,100.00",0.00,,
Tristan Valimor Legacy SKIN (Permanent),"100,000,000.00","1,690,000.00","98,310,000.00",98.31,1.00,"98,310,000.00",0.00,,
Phobos,"398,000,000.00","299,789,400.00","98,210,560.00",24.68,1.00,"98,210,560.00",0.00,,
Imperial Navy Tachyon Beam Laser,"128,000,000.00","79,000,000.00","49,000,000.00",38.28,2.00,"98,000,000.00",50.00,,
High-grade Ascendancy Alpha,"298,000,000.00","200,000,000.00","98,000,000.00",32.89,1.00,"98,000,000.00",0.00,,
Gist X-Type 500MN Microwarpdrive,"276,000,000.00","178,009,900.00","97,990,080.00",35.50,1.00,"97,990,080.00",33.33,,
Capital Trimark Armor Pump I,"93,000,000.00","44,488,000.00","48,512,000.00",52.16,2.00,"97,024,000.00",16.67,,
Supratidal Entropic Disintegrator II,"200,000,000.00","103,000,000.00","97,000,020.00",48.50,1.00,"97,000,020.00",37.50,,
Onyx,"420,000,000.00","323,000,000.00","97,000,000.00",23.10,1.00,"97,000,000.00",42.86,,
Standup Target Illumination Burst Projector,"196,859,000.00","100,000,000.00","96,858,990.00",49.20,1.00,"96,858,990.00",0.00,,
Einherji II,"13,000,000.00","8,600,000.00","4,399,999.00",33.85,22.00,"96,799,980.00",8.56,,
Zainou 'Deadeye' Guided Missile Precision GP-805,"235,000,000.00","138,553,600.00","96,446,420.00",41.04,1.00,"96,446,420.00",25.00,,
Zainou 'Gypsy' Signature Analysis SA-705,"250,000,000.00","153,999,000.00","96,001,010.00",38.40,1.00,"96,001,010.00",33.33,,
Capital Cargohold Optimization I,"40,000,000.00","8,005,655.00","31,994,340.00",79.99,3.00,"95,983,030.00",0.00,,
Capital Energy Neutralizer I,"65,900,000.00","17,999,970.00","47,900,020.00",72.69,2.00,"95,800,050.00",0.00,,
Cruor,"138,700,000.00","43,000,000.00","95,700,000.00",69.00,1.00,"95,700,000.00",0.00,,
XL Cruise Missile Launcher I Blueprint,"150,000,000.00","54,371,390.00","95,628,610.00",63.75,1.00,"95,628,610.00",0.00,,
Standup Firbolg I,"12,400,000.00","4,440,000.00","7,959,998.00",64.19,12.00,"95,519,980.00",57.78,,
Mid-grade Asklepian Gamma,"168,089,900.00","73,000,000.00","95,089,870.00",56.57,1.00,"95,089,870.00",0.00,,
Entrapment Array 3,"514,800,000.00","420,000,000.00","94,800,000.00",18.41,1.00,"94,800,000.00",50.00,,
Pith A-Type Explosive Deflection Field,"100,000,000.00","5,312,999.00","94,687,000.00",94.69,1.00,"94,687,000.00",0.00,,
Standup M-Set Thukker Basic Capital Component Manufacturing Material Efficiency,"950,000,000.00","855,399,900.00","94,600,060.00",9.96,1.00,"94,600,060.00",0.00,,
XL Torpedo Launcher I,"80,000,000.00","48,500,000.00","31,500,000.00",39.38,3.00,"94,500,000.00",0.00,,
Eifyr and Co. 'Rogue' High Speed Maneuvering HS-905,"244,444,400.00","150,080,000.00","94,364,460.00",38.60,1.00,"94,364,460.00",25.00,,
Paladin,"1,694,300,000.00","1,599,989,000.00","94,311,170.00",5.57,1.00,"94,311,170.00",0.00,,
Centii B-Type Adaptive Nano Plating,"179,000,000.00","84,999,940.00","94,000,050.00",52.51,1.00,"94,000,050.00",0.00,,
Standup Capacitor Power Relay I,"123,898,900.00","30,000,000.00","93,898,940.00",75.79,1.00,"93,898,940.00",0.00,,
Clone Soldier Transporter Tag,"34,689,990.00","30,000,000.00","4,689,988.00",13.52,20.00,"93,799,760.00",11.88,,
Master-at-Arms Cerebral Accelerator,"230,000,000.00","183,390,000.00","46,610,000.00",20.27,2.00,"93,220,000.00",21.43,,
Caldari Control Tower Small,"185,000,000.00","91,984,000.00","93,016,000.00",50.28,1.00,"93,016,000.00",0.00,,
Research Laboratory,"93,000,000.00",0.00,"93,000,000.00",100.00,1.00,"93,000,000.00",0.00,,
Men's Triglavian Survival Suit (Bioadaptive),"248,000,000.00","155,000,000.00","93,000,000.00",37.50,1.00,"93,000,000.00",0.00,,
Pithum A-Type Medium Shield Booster,"493,500,000.00","401,000,000.00","92,500,000.00",18.74,1.00,"92,500,000.00",0.00,,
Eifyr and Co. 'Gunslinger' Small Projectile Turret SP-605,"250,000,000.00","157,900,000.00","92,100,000.00",36.84,1.00,"92,100,000.00",66.67,,
Scout Scoped Dual 1000mm Railgun Blueprint,"92,050,000.00",0.00,"92,050,000.00",100.00,1.00,"92,050,000.00",0.00,,
Prototype Precise Dual 1000mm Railgun Blueprint,"92,050,000.00",0.00,"92,050,000.00",100.00,1.00,"92,050,000.00",0.00,,
Mid-grade Crystal Delta,"178,950,500.00","87,800,000.00","91,150,480.00",50.94,1.00,"91,150,480.00",0.00,,
Low-grade Edge Beta,"100,000,000.00","8,999,999.00","91,000,000.00",91.00,1.00,"91,000,000.00",0.00,,
Standup Equite I,"11,997,700.00","3,799,000.00","8,198,699.00",68.34,11.00,"90,185,690.00",36.00,,
Mid-grade Snake Omega,"460,000,000.00","369,999,000.00","90,000,990.00",19.57,1.00,"90,000,990.00",0.00,,
Cyclone Glacial Drift SKIN (Permanent),"100,000,000.00","10,000,000.00","90,000,000.00",90.00,1.00,"90,000,000.00",0.00,,
Imperial Navy Medium Capacitor Booster,"89,999,040.00",0.00,"89,999,040.00",100.00,1.00,"89,999,040.00",0.00,,
Scarab II,"35,996,480.00","20,999,990.00","14,996,480.00",41.66,6.00,"89,978,900.00",0.00,,
Astero Spectral Shift SKIN (Permanent),"100,000,000.00","10,299,000.00","89,701,000.00",89.70,1.00,"89,701,000.00",0.00,,
Low-grade Snake Beta,"119,000,000.00","29,899,230.00","89,100,770.00",74.87,1.00,"89,100,770.00",0.00,,
Mid-grade Slave Omega,"419,000,000.00","330,000,000.00","89,000,000.00",21.24,1.00,"89,000,000.00",0.00,,
Shadow Serpentis Damage Control,"400,000,000.00","311,000,000.00","89,000,000.00",22.25,1.00,"89,000,000.00",0.00,,
Mid-grade Asklepian Epsilon,"297,000,000.00","208,000,000.00","89,000,000.00",29.97,1.00,"89,000,000.00",0.00,,
Raptor Glacial Drift SKIN (Permanent),"100,000,000.00","11,000,000.00","89,000,000.00",89.00,1.00,"89,000,000.00",0.00,,
Capital Energy Nosferatu II,"249,900,000.00","160,911,400.00","88,988,560.00",35.61,1.00,"88,988,560.00",0.00,,
Mid-grade Asklepian Delta,"200,000,000.00","111,888,900.00","88,111,110.00",44.06,1.00,"88,111,110.00",28.57,,
Corpum B-Type Medium Armor Repairer,"300,000,000.00","211,998,400.00","88,001,650.00",29.33,1.00,"88,001,650.00",0.00,,
Corpus X-Type Armor Explosive Hardener,"199,000,000.00","111,000,000.00","87,999,980.00",44.22,1.00,"87,999,980.00",0.00,,
True Sansha Large EMP Smartbomb,"270,000,000.00","182,400,000.00","87,599,970.00",32.44,1.00,"87,599,970.00",0.00,,
Standup Ballistic Control System II,"225,000,000.00","137,899,900.00","87,100,110.00",38.71,1.00,"87,100,110.00",0.00,,
Zainou 'Deadeye' Sharpshooter ST-905,"192,500,000.00","105,450,000.00","87,050,000.00",45.22,1.00,"87,050,000.00",0.00,,
Domination 500MN Microwarpdrive,"145,000,000.00","58,780,400.00","86,219,600.00",59.46,1.00,"86,219,600.00",0.00,,
50000MN Cold-Gas Enduring Microwarpdrive,"250,000,000.00","164,000,000.00","86,000,030.00",34.40,1.00,"86,000,030.00",0.00,,
Dark Blood Mega Beam Laser,"25,000,000.00","3,500,000.00","21,500,000.00",86.00,4.00,"86,000,000.00",0.00,,
Anathema Glacial Drift SKIN (Permanent),"100,000,000.00","14,394,900.00","85,605,100.00",85.61,1.00,"85,605,100.00",0.00,,
Capital Hyperspatial Velocity Optimizer I,"79,777,780.00","37,000,000.00","42,777,780.00",53.62,2.00,"85,555,550.00",0.00,,
Abaddon Glacial Drift SKIN (Permanent),"50,000,000.00","7,389,514.00","42,610,490.00",85.22,2.00,"85,220,980.00",0.00,,
Heavy J5b Enduring Warp Scrambler,"160,000,000.00","74,999,970.00","85,000,030.00",53.13,1.00,"85,000,030.00",50.00,,
Standup Co-Processor Array II,"165,000,000.00","80,000,000.00","85,000,000.00",51.52,1.00,"85,000,000.00",0.00,,
Nestor Crystal Blast SKIN (Permanent),"209,000,000.00","124,000,000.00","84,999,980.00",40.67,1.00,"84,999,980.00",0.00,,
Mid-grade Crystal Epsilon,"248,000,000.00","163,998,000.00","84,002,000.00",33.87,1.00,"84,002,000.00",25.00,,
Standup Satyr I,"14,989,780.00","3,000,000.00","11,989,780.00",79.99,7.00,"83,928,460.00",40.00,,
Precursor Destroyer,"204,832,100.00","163,000,000.00","41,832,100.00",20.42,2.00,"83,664,190.00",0.00,,
Zero-Point Mass Entangler,"49,666,660.00","7,890,999.00","41,775,660.00",84.11,2.00,"83,551,330.00",25.00,,
High-grade Talisman Beta,"111,000,000.00","27,900,000.00","83,100,000.00",74.86,1.00,"83,100,000.00",0.00,,
Low-grade Crystal Delta,"199,999,100.00","116,900,000.00","83,099,120.00",41.55,1.00,"83,099,120.00",0.00,,
Large Drone Scope Chip II,"155,000,000.00","71,997,990.00","83,002,010.00",53.55,1.00,"83,002,010.00",28.57,,
Centum B-Type Medium Armor Repairer,"300,000,000.00","216,999,700.00","83,000,320.00",27.67,1.00,"83,000,320.00",0.00,,
Corpus B-Type Heavy Energy Nosferatu,"100,000,000.00","17,000,000.00","83,000,000.00",83.00,1.00,"83,000,000.00",0.00,,
Mid-grade Snake Epsilon,"282,900,000.00","199,989,900.00","82,910,100.00",29.31,1.00,"82,910,100.00",22.22,,
Standup Warp Disruption Burst Projector,"165,845,000.00","83,006,900.00","82,838,080.00",49.95,1.00,"82,838,080.00",0.00,,
XL Cruise Missile Launcher I,"80,000,000.00","39,000,240.00","40,999,760.00",51.25,2.00,"81,999,530.00",0.00,,
