ItemName,Price,BasePrice,Difference,ProfitMargin,AverageVolume,AverageDailyProfitPotential,PercentSoldInventory,,
Typhoon,"23,999,660.00","8,789,870.00","15,209,790.00",63.38,8.00,"121,678,300.00",0.00,,
Dominix,"270,000,000.00","148,411,400.00","121,588,600.00",45.03,1.00,"121,588,600.00",0.00,,
Badger,"39,985,600.00","26,500,000.00","13,485,600.00",33.73,9.00,"121,370,400.00",0.00,,
Tayra,"871,009,300.00","749,959,000.00","121,050,300.00",13.90,1.00,"121,050,300.00",0.00,,
Nereus,"110,000,000.00","49,973,000.00","60,027,000.00",54.57,2.00,"120,054,000.00",0.00,,
Hoarder,"16,000,000.00","1,000,000.00","15,000,000.00",93.75,8.00,"120,000,000.00",20.00,,
Mammoth,"250,000,000.00","130,000,000.00","120,000,000.00",48.00,1.00,"120,000,000.00",0.00,,
Wreathe,"279,499,000.00","159,749,900.00","119,749,100.00",42.84,1.00,"119,749,100.00",12.50,,
Kryos,"148,900,000.00","29,230,000.00","119,670,000.00",80.37,1.00,"119,670,000.00",14.29,,
Epithal,"600,000,000.00","480,894,500.00","119,105,500.00",19.85,1.00,"119,105,500.00",0.00,,
Miasmos,"250,000,000.00","131,880,000.00","118,120,000.00",47.25,1.00,"118,120,000.00",0.00,,
Iteron Mark V,"244,000,000.00","125,900,000.00","118,100,000.00",48.40,1.00,"118,100,000.00",40.74,,
Erebus,"248,000,000.00","130,001,600.00","117,998,400.00",47.58,1.00,"117,998,400.00",0.00,,
Caldari Shuttle,"204,832,100.00","146,000,000.00","58,832,100.00",28.72,2.00,"117,664,200.00",0.00,,
Bantam Blueprint,"200,000.00","120,006.00","79,993.98",40.00,"1,464.00","117,111,200.00",0.00,,
Condor Blueprint,"200,000,000.00","83,844,000.00","116,156,000.00",58.08,1.00,"116,156,000.00",66.67,,
Griffin Blueprint,"300,000,000.00","183,888,100.00","116,111,900.00",38.70,1.00,"116,111,900.00",0.00,,
Osprey Blueprint,"174,000,000.00","57,980,000.00","116,020,000.00",66.68,1.00,"116,020,000.00",0.00,,
Caracal Blueprint,"249,900,000.00","134,000,000.00","115,900,000.00",46.38,1.00,"115,900,000.00",0.00,,
Raven Blueprint,"147,500,000.00","32,119,030.00","115,381,000.00",78.22,1.00,"115,381,000.00",0.00,,
Slasher Blueprint,"261,250,000.00","145,999,900.00","115,250,100.00",44.11,1.00,"115,250,100.00",50.00,,
Probe Blueprint,"150,000,000.00","35,000,000.00","115,000,000.00",76.67,1.00,"115,000,000.00",0.00,,
Rifter Blueprint,"545,000,000.00","430,000,100.00","114,999,900.00",21.10,1.00,"114,999,900.00",0.00,,
Stabber Blueprint,"198,150,000.00","83,500,000.00","114,650,000.00",57.86,1.00,"114,650,000.00",0.00,,
Tempest Blueprint,"257,999,600.00","143,998,100.00","114,001,500.00",44.19,1.00,"114,001,500.00",0.00,,
Miner I Blueprint,"58,744,590.00","40,000,000.00","18,744,590.00",31.91,6.00,"112,467,500.00",0.00,,
Light Missile Launcher I Blueprint,"1,900,000,000.00","1,872,000,000.00","28,000,000.00",1.47,4.00,"112,000,000.00",0.00,,
Heavy Missile Launcher I Blueprint,"188,000,000.00","76,400,000.00","111,600,000.00",59.36,1.00,"111,600,000.00",0.00,,
Torpedo Launcher I Blueprint,"221,087,000.00","109,994,400.00","111,092,600.00",50.25,1.00,"111,092,600.00",14.29,,
Mjolnir Cruise Missile Blueprint,"480,000,000.00","369,000,000.00","111,000,000.00",23.13,1.00,"111,000,000.00",0.00,,
Scourge Cruise Missile Blueprint,"101,997,000.00","46,899,950.00","55,097,050.00",54.02,2.00,"110,194,100.00",0.00,,
Inferno Cruise Missile Blueprint,"1,500,000,000.00","1,390,000,000.00","110,000,000.00",7.33,1.00,"110,000,000.00",0.00,,
Nova Cruise Missile Blueprint,"165,000,000.00","55,000,000.00","110,000,000.00",66.67,1.00,"110,000,000.00",0.00,,
Nova Heavy Missile Blueprint,"225,000,000.00","115,000,000.00","110,000,000.00",48.89,1.00,"110,000,000.00",33.33,,
Mjolnir Heavy Missile Blueprint,"250,000,000.00","140,000,000.00","110,000,000.00",44.00,1.00,"110,000,000.00",0.00,,
Inferno Heavy Missile Blueprint,"220,000.00","110,000.00","110,000.00",50.00,999.00,"109,890,000.00",8.17,,
Scourge Heavy Missile Blueprint,"97,000,000.00","42,120,000.00","54,880,000.00",56.58,2.00,"109,760,000.00",33.33,,
Scourge Light Missile Blueprint,"23,888,010.00","2,000,000.00","21,888,010.00",91.63,5.00,"109,440,000.00",14.29,,
Inferno Light Missile Blueprint,"163,333,300.00","53,999,000.00","109,334,300.00",66.94,1.00,"109,334,300.00",0.00,,
Mjolnir Light Missile Blueprint,"250,000,000.00","140,790,000.00","109,210,000.00",43.68,1.00,"109,210,000.00",0.00,,
Nova Light Missile Blueprint,"245,000,000.00","136,000,100.00","108,999,900.00",44.49,1.00,"108,999,900.00",0.00,,
125mm Gatling AutoCannon I Blueprint,"350,000,000.00","241,661,700.00","108,338,300.00",30.95,1.00,"108,338,300.00",0.00,,
150mm Light AutoCannon I Blueprint,"150,000,000.00","42,800,000.00","107,200,000.00",71.47,1.00,"107,200,000.00",0.00,,
200mm AutoCannon I Blueprint,"250,000,000.00","143,063,800.00","106,936,200.00",42.77,1.00,"106,936,200.00",33.33,,
250mm Light Artillery Cannon I Blueprint,"250,000,000.00","144,000,000.00","106,000,000.00",42.40,1.00,"106,000,000.00",33.33,,
280mm Howitzer Artillery I Blueprint,"248,999,900.00","143,700,000.00","105,299,900.00",42.29,1.00,"105,299,900.00",33.33,,
Dual 180mm AutoCannon I Blueprint,"225,000,000.00","120,371,600.00","104,628,400.00",46.50,1.00,"104,628,400.00",11.11,,
220mm Vulcan AutoCannon I Blueprint,"240,000.00","108,999.50","131,000.50",54.58,798.00,"104,538,400.00",1.44,,
425mm AutoCannon I Blueprint,"79,000,000.00","26,800,000.00","52,200,000.00",66.08,2.00,"104,400,000.00",0.00,,
650mm Artillery Cannon I Blueprint,"150,000,000.00","46,052,410.00","103,947,600.00",69.30,1.00,"103,947,600.00",0.00,,
720mm Howitzer Artillery I Blueprint,"173,309,900.00","152,580,000.00","20,729,900.00",11.96,5.00,"103,649,500.00",13.79,,
Dual 425mm AutoCannon I Blueprint,"195,969,900.00","93,800,000.00","102,169,900.00",52.14,1.00,"102,169,900.00",0.00,,
Dual 650mm Repeating Cannon I Blueprint,"150,000,000.00","48,000,000.00","102,000,000.00",68.00,1.00,"102,000,000.00",0.00,,
800mm Repeating Cannon I Blueprint,"230,000,000.00","128,000,000.00","102,000,000.00",44.35,1.00,"102,000,000.00",0.00,,
1200mm Artillery Cannon I Blueprint,"250,000,000.00","148,010,000.00","101,990,000.00",40.80,1.00,"101,990,000.00",0.00,,
1400mm Howitzer Artillery I Blueprint,"140,000,000.00","38,139,980.00","101,860,000.00",72.76,1.00,"101,860,000.00",0.00,,
Gatling Pulse Laser I Blueprint,"167,500,000.00","65,999,990.00","101,500,000.00",60.60,1.00,"101,500,000.00",0.00,,
Dual Light Pulse Laser I Blueprint,"300,000,000.00","198,500,000.00","101,500,000.00",33.83,1.00,"101,500,000.00",0.00,,
Dual Light Beam Laser I Blueprint,"150,000,000.00","48,800,000.00","101,200,000.00",67.47,1.00,"101,200,000.00",0.00,,
Small Focused Pulse Laser I Blueprint,"118,950,000.00","17,800,000.00","101,150,000.00",85.04,1.00,"101,150,000.00",66.67,,
Small Focused Beam Laser I Blueprint,"510,000,000.00","408,988,000.00","101,012,000.00",19.81,1.00,"101,012,000.00",0.00,,
Quad Light Beam Laser I Blueprint,"276,000,000.00","175,000,000.00","101,000,000.00",36.59,1.00,"101,000,000.00",0.00,,
Focused Medium Pulse Laser I Blueprint,"235,000,000.00","184,666,700.00","50,333,330.00",21.42,2.00,"100,666,700.00",23.08,,
Focused Medium Beam Laser I Blueprint,"12,111,780.00","4,397,967.00","7,713,811.00",63.69,13.00,"100,279,500.00",40.00,,
Heavy Pulse Laser I Blueprint,"145,000,000.00","44,765,430.00","100,234,600.00",69.13,1.00,"100,234,600.00",50.00,,
Heavy Beam Laser I Blueprint,"125,000,000.00","75,000,000.00","50,000,000.00",40.00,2.00,"100,000,000.00",0.00,,
Dual Heavy Pulse Laser I Blueprint,"1,000,000,000.00","900,000,000.00","100,000,000.00",10.00,1.00,"100,000,000.00",0.00,,
Dual Heavy Beam Laser I Blueprint,"300,000,000.00","200,000,000.00","99,999,970.00",33.33,1.00,"99,999,970.00",0.00,,
Mega Pulse Laser I Blueprint,"612,000,000.00","512,044,900.00","99,955,140.00",16.33,1.00,"99,955,140.00",0.00,,
Mega Beam Laser I Blueprint,"279,000,000.00","180,000,100.00","98,999,920.00",35.48,1.00,"98,999,920.00",0.00,,
Tachyon Beam Laser I Blueprint,"30,000,000.00","5,365,257.00","24,634,740.00",82.12,4.00,"98,538,980.00",9.76,,
Carbonized Lead S Blueprint,"398,000,000.00","300,000,000.00","98,000,000.00",24.62,1.00,"98,000,000.00",0.00,,
Nuclear S Blueprint,"128,000,000.00","79,000,000.00","49,000,000.00",38.28,2.00,"98,000,000.00",50.00,,
Proton S Blueprint,"196,859,000.00","99,200,000.00","97,658,990.00",49.61,1.00,"97,658,990.00",0.00,,
Depleted Uranium S Blueprint,"93,000,000.00","44,492,980.00","48,507,020.00",52.16,2.00,"97,014,050.00",16.67,,
Titanium Sabot S Blueprint,"297,000,000.00","200,000,000.00","97,000,020.00",32.66,1.00,"97,000,020.00",0.00,,
Fusion S Blueprint,"420,000,000.00","323,000,000.00","97,000,000.00",23.10,1.00,"97,000,000.00",42.86,,
Phased Plasma S Blueprint,"13,000,000.00","8,600,000.00","4,399,999.00",33.85,22.00,"96,799,980.00",8.56,,
EMP S Blueprint,"138,700,000.00","41,999,900.00","96,700,100.00",69.72,1.00,"96,700,100.00",0.00,,
Carbonized Lead M Blueprint,"235,000,000.00","138,554,300.00","96,445,730.00",41.04,1.00,"96,445,730.00",25.00,,
Nuclear M Blueprint,"250,000,000.00","153,999,000.00","96,001,010.00",38.40,1.00,"96,001,010.00",33.33,,
Proton M Blueprint,"200,000,000.00","104,000,000.00","96,000,020.00",48.00,1.00,"96,000,020.00",37.50,,
Depleted Uranium M Blueprint,"40,000,000.00","8,005,655.00","31,994,340.00",79.99,3.00,"95,983,030.00",0.00,,
Titanium Sabot M Blueprint,"65,900,000.00","17,999,980.00","47,900,020.00",72.69,2.00,"95,800,030.00",0.00,,
Fusion M Blueprint,"150,000,000.00","54,371,390.00","95,628,610.00",63.75,1.00,"95,628,610.00",0.00,,
Phased Plasma M Blueprint,"280,000,000.00","185,000,000.00","95,000,000.00",33.93,1.00,"95,000,000.00",0.00,,
EMP M Blueprint,"179,000,000.00","84,000,000.00","94,999,980.00",53.07,1.00,"94,999,980.00",0.00,,
Carbonized Lead L Blueprint,"514,800,000.00","420,000,000.00","94,800,000.00",18.41,1.00,"94,800,000.00",50.00,,
Nuclear L Blueprint,"100,000,000.00","5,312,999.00","94,687,000.00",94.69,1.00,"94,687,000.00",0.00,,
Proton L Blueprint,"950,000,000.00","855,399,900.00","94,600,060.00",9.96,1.00,"94,600,060.00",0.00,,
Depleted Uranium L Blueprint,"168,089,900.00","73,999,880.00","94,089,990.00",55.98,1.00,"94,089,990.00",0.00,,
Titanium Sabot L Blueprint,"123,898,900.00","30,300,000.00","93,598,940.00",75.54,1.00,"93,598,940.00",0.00,,
Fusion L Blueprint,"420,000,000.00","326,992,700.00","93,007,300.00",22.14,1.00,"93,007,300.00",0.00,,
Phased Plasma L Blueprint,"93,000,000.00",0.00,"93,000,000.00",100.00,1.00,"93,000,000.00",0.00,,
EMP L Blueprint,"178,990.50","98,989.99","80,000.52",44.70,"1,161.00","92,880,610.00",56.82,,
Executioner Blueprint,"185,000,000.00","92,190,000.00","92,810,000.00",50.17,1.00,"92,810,000.00",0.00,,
Inquisitor Blueprint,"250,000,000.00","157,900,000.00","92,100,000.00",36.84,1.00,"92,100,000.00",66.67,,
Tormentor Blueprint,"92,050,000.00",0.00,"92,050,000.00",100.00,1.00,"92,050,000.00",0.00,,
Navitas Blueprint,"92,050,000.00",0.00,"92,050,000.00",100.00,1.00,"92,050,000.00",0.00,,
Tristan Blueprint,"244,444,400.00","152,999,000.00","91,445,460.00",37.41,1.00,"91,445,460.00",25.00,,
Incursus Blueprint,"170,000,000.00","78,999,900.00","91,000,100.00",53.53,1.00,"91,000,100.00",0.00,,
Punisher Blueprint,"178,950,500.00","88,000,000.00","90,950,480.00",50.82,1.00,"90,950,480.00",0.00,,
Breacher Blueprint,"11,997,700.00","3,799,000.00","8,198,699.00",68.34,11.00,"90,185,690.00",36.00,,
Burst Blueprint,"120,000,000.00","29,899,600.00","90,100,400.00",75.08,1.00,"90,100,400.00",0.00,,
Kestrel Blueprint,"1,000,000,000.00","910,000,000.00","90,000,000.00",9.00,1.00,"90,000,000.00",20.00,,
Merlin Blueprint,"400,000,000.00","310,000,000.00","90,000,000.00",22.50,1.00,"90,000,000.00",0.00,,
Heron Blueprint,"35,996,480.00","21,000,000.00","14,996,480.00",41.66,6.00,"89,978,880.00",0.00,,
Imicus Blueprint,"100,000,000.00","10,200,000.00","89,800,000.00",89.80,1.00,"89,800,000.00",0.00,,
Atron Blueprint,"498,999,000.00","409,900,000.00","89,098,980.00",17.86,1.00,"89,098,980.00",0.00,,
Maulus Blueprint,"249,900,000.00","160,914,400.00","88,985,550.00",35.61,1.00,"88,985,550.00",0.00,,
Caldari Shuttle Blueprint,"300,000,000.00","211,998,800.00","88,001,150.00",29.33,1.00,"88,001,150.00",0.00,,
Moa Blueprint,"12,400,000.00","4,442,899.00","7,957,099.00",64.17,11.00,"87,528,090.00",53.33,,
Maller Blueprint,"225,000,000.00","137,800,000.00","87,200,000.00",38.76,1.00,"87,200,000.00",0.00,,
Augoror Blueprint,"192,500,000.00","105,450,000.00","87,050,000.00",45.22,1.00,"87,050,000.00",0.00,,
Vexor Blueprint,"676,000,000.00","589,000,000.00","87,000,000.00",12.87,1.00,"87,000,000.00",0.00,,
Thorax Blueprint,"199,000,000.00","112,601,000.00","86,399,020.00",43.42,1.00,"86,399,020.00",0.00,,
Arbitrator Blueprint,"25,000,000.00","3,499,099.00","21,500,900.00",86.00,4.00,"86,003,600.00",0.00,,
Rupture Blueprint,"250,000,000.00","164,000,000.00","86,000,030.00",34.40,1.00,"86,000,030.00",0.00,,
Bellicose Blueprint,"145,000,000.00","59,000,000.00","86,000,000.00",59.31,1.00,"86,000,000.00",0.00,,
Scythe Blueprint,"1,694,300,000.00","1,608,889,000.00","85,411,200.00",5.04,1.00,"85,411,200.00",0.00,,
Blackbird Blueprint,"50,000,000.00","7,389,514.00","42,610,490.00",85.22,2.00,"85,220,980.00",0.00,,
Celestis Blueprint,"200,000,000.00","114,997,800.00","85,002,210.00",42.50,1.00,"85,002,210.00",28.57,,
Exequror Blueprint,"160,000,000.00","74,999,970.00","85,000,030.00",53.13,1.00,"85,000,030.00",50.00,,
Badger Blueprint,"414,000,000.00","329,000,000.00","85,000,000.00",20.53,1.00,"85,000,000.00",0.00,,
Tayra Blueprint,"165,000,000.00","80,000,000.00","85,000,000.00",51.52,1.00,"85,000,000.00",0.00,,
Nereus Blueprint,"14,989,780.00","2,900,000.00","12,089,780.00",80.65,7.00,"84,628,460.00",40.00,,
Hoarder Blueprint,"248,000,000.00","163,999,000.00","84,001,040.00",33.87,1.00,"84,001,040.00",25.00,,
Mammoth Blueprint,"209,000,000.00","125,096,000.00","83,904,020.00",40.15,1.00,"83,904,020.00",0.00,,
Wreathe Blueprint,"79,777,780.00","37,999,990.00","41,777,780.00",52.37,2.00,"83,555,570.00",0.00,,
Kryos Blueprint,"49,666,660.00","7,890,999.00","41,775,660.00",84.11,2.00,"83,551,330.00",25.00,,
Epithal Blueprint,"111,000,000.00","27,997,000.00","83,003,000.00",74.78,1.00,"83,003,000.00",0.00,,
Miasmos Blueprint,"155,000,000.00","71,997,990.00","83,002,010.00",53.55,1.00,"83,002,010.00",28.57,,
Iteron Mark V Blueprint,"283,000,000.00","200,000,000.00","83,000,020.00",29.33,1.00,"83,000,020.00",22.22,,
Scorpion Blueprint,"100,000,000.00","17,000,000.00","83,000,000.00",83.00,1.00,"83,000,000.00",0.00,,
Megathron Blueprint,"165,845,000.00","83,006,900.00","82,838,080.00",49.95,1.00,"82,838,080.00",0.00,,
Apocalypse Blueprint,"7,000,000.00","3,251,000.00","3,749,000.00",53.56,22.00,"82,477,990.00",0.00,,
Armageddon Blueprint,"199,999,900.00","117,600,000.00","82,399,940.00",41.20,1.00,"82,399,940.00",0.00,,
Typhoon Blueprint,"112,000,000.00","30,000,000.00","82,000,000.00",73.21,1.00,"82,000,000.00",0.00,,
Dominix Blueprint,"300,000,000.00","218,888,900.00","81,111,140.00",27.04,1.00,"81,111,140.00",0.00,,
Erebus Blueprint,"130,000,000.00","49,000,000.00","81,000,000.00",62.31,1.00,"81,000,000.00",0.00,,
Small Shield Extender I Blueprint,"180,000,000.00","99,000,000.00","81,000,000.00",45.00,1.00,"81,000,000.00",0.00,,
Shield Recharger I Blueprint,"140,000,000.00","99,949,990.00","40,050,010.00",28.61,2.00,"80,100,020.00",33.33,,
Small Shield Booster I Blueprint,"450,000,000.00","410,000,000.00","40,000,030.00",8.89,2.00,"80,000,060.00",7.69,,
5MN Microwarpdrive I Blueprint,"140,000,000.00","60,000,000.00","80,000,000.00",57.14,1.00,"80,000,000.00",0.00,,
1MN Afterburner I Blueprint,"110,000,000.00","30,000,000.00","80,000,000.00",72.73,1.00,"80,000,000.00",0.00,,
Cargo Scanner I Blueprint,"135,000,000.00","55,000,000.00","80,000,000.00",59.26,1.00,"80,000,000.00",0.00,,
Ship Scanner I Blueprint,"170,000.00","89,999.99","79,999.99",47.06,"1,000.00","79,999,990.00",0.00,,
Survey Scanner I Blueprint,"160,000.00","83,162.01","76,837.99",48.02,"1,040.00","79,911,510.00",0.07,,
Warp Scrambler I Blueprint,"209,490,000.00","129,899,000.00","79,591,010.00",37.99,1.00,"79,591,010.00",0.00,,
Gyrostabilizer I Blueprint,"52,000,000.00","38,777,780.00","13,222,220.00",25.43,6.00,"79,333,340.00",0.00,,
Small Armor Repairer I Blueprint,"140,500,000.00","61,473,000.00","79,026,990.00",56.25,1.00,"79,026,990.00",0.00,,
Small Hull Repairer I Blueprint,"154,000,000.00","75,000,000.00","78,999,980.00",51.30,1.00,"78,999,980.00",80.00,,
Stasis Webifier I Blueprint,"173,555,600.00","95,000,000.00","78,555,550.00",45.26,1.00,"78,555,550.00",0.00,,
Small Remote Capacitor Transmitter I Blueprint,"90,000,000.00","12,000,000.00","78,000,000.00",86.67,1.00,"78,000,000.00",0.00,,
Small Energy Nosferatu I Blueprint,"165,555,600.00","87,895,000.00","77,660,550.00",46.91,1.00,"77,660,550.00",0.00,,
Small Energy Neutralizer I Blueprint,"160,000,000.00","82,500,000.00","77,500,000.00",48.44,1.00,"77,500,000.00",0.00,,
75mm Gatling Rail I Blueprint,"90,000,000.00","12,999,940.00","77,000,060.00",85.56,1.00,"77,000,060.00",0.00,,
Light Electron Blaster I Blueprint,"502,000,000.00","425,000,000.00","77,000,000.00",15.34,1.00,"77,000,000.00",0.00,,
Light Ion Blaster I Blueprint,"76,800,000.00",0.00,"76,800,000.00",100.00,1.00,"76,800,000.00",0.00,,
Light Neutron Blaster I Blueprint,"76,800,000.00",0.00,"76,800,000.00",100.00,1.00,"76,800,000.00",0.00,,
150mm Railgun I Blueprint,"175,000,000.00","98,500,000.00","76,500,000.00",43.71,1.00,"76,500,000.00",0.00,,
Heavy Electron Blaster I Blueprint,"160,000,000.00","83,900,000.00","76,100,000.00",47.56,1.00,"76,100,000.00",0.00,,
Dual 150mm Railgun I Blueprint,"180,000,000.00","104,400,000.00","75,600,000.00",42.00,1.00,"75,600,000.00",11.11,,
Heavy Neutron Blaster I Blueprint,"320,000,000.00","244,996,000.00","75,004,020.00",23.44,1.00,"75,004,020.00",0.00,,
Heavy Ion Blaster I Blueprint,"220,000,000.00","144,996,900.00","75,003,090.00",34.09,1.00,"75,003,090.00",0.00,,
250mm Railgun I Blueprint,"220,000,000.00","144,998,000.00","75,002,000.00",34.09,1.00,"75,002,000.00",16.67,,
Electron Blaster Cannon I Blueprint,"145,000,000.00","70,000,000.00","75,000,000.00",51.72,1.00,"75,000,000.00",0.00,,
Dual 250mm Railgun I Blueprint,"220,000,000.00","145,000,000.00","75,000,000.00",34.09,1.00,"75,000,000.00",0.00,,
Neutron Blaster Cannon I Blueprint,"15,744,970.00","3,247,000.00","12,497,970.00",79.38,6.00,"74,987,820.00",57.14,,
425mm Railgun I Blueprint,"25,748,690.00","10,790,000.00","14,958,690.00",58.09,5.00,"74,793,460.00",0.00,,
Ion Blaster Cannon I Blueprint,"142,500,000.00","67,880,000.00","74,620,000.00",52.36,1.00,"74,620,000.00",0.00,,
Medium Capacitor Booster I Blueprint,"74,400,000.00",0.00,"74,400,000.00",100.00,1.00,"74,400,000.00",0.00,,
Adaptive Invulnerability Field I Blueprint,"74,400,000.00",0.00,"74,400,000.00",100.00,1.00,"74,400,000.00",0.00,,
Iron Charge S Blueprint,"75,000,000.00","38,000,000.00","37,000,000.00",49.33,2.00,"74,000,000.00",33.33,,
Tungsten Charge S Blueprint,"879,000,000.00","805,000,000.00","74,000,000.00",8.42,1.00,"74,000,000.00",0.00,,
Iridium Charge S Blueprint,"275,000,000.00","238,028,400.00","36,971,550.00",13.44,2.00,"73,943,100.00",27.27,,
Lead Charge S Blueprint,"79,666,660.00","42,997,900.00","36,668,760.00",46.03,2.00,"73,337,530.00",45.45,,
Thorium Charge S Blueprint,"470,000,000.00","396,700,000.00","73,300,000.00",15.60,1.00,"73,300,000.00",0.00,,
Uranium Charge S Blueprint,"113,999,900.00","40,899,800.00","73,100,080.00",64.12,1.00,"73,100,080.00",0.00,,
Plutonium Charge S Blueprint,"111,000,000.00","37,999,930.00","73,000,060.00",65.77,1.00,"73,000,060.00",0.00,,
Antimatter Charge S Blueprint,"73,989,990.00","994,000.00","72,995,990.00",98.66,1.00,"72,995,990.00",0.00,,
Iron Charge M Blueprint,"25,000,000.00","6,809,995.00","18,190,000.00",72.76,4.00,"72,760,020.00",0.00,,
Tungsten Charge M Blueprint,"185,000,000.00","148,652,800.00","36,347,170.00",19.65,2.00,"72,694,340.00",11.76,,
Iridium Charge M Blueprint,"141,500,000.00","68,900,000.00","72,600,000.00",51.31,1.00,"72,600,000.00",25.00,,
Lead Charge M Blueprint,"127,777,800.00","55,459,000.00","72,318,780.00",56.60,1.00,"72,318,780.00",11.11,,
Thorium Charge M Blueprint,"302,000,000.00","229,682,000.00","72,318,000.00",23.95,1.00,"72,318,000.00",18.18,,
Uranium Charge M Blueprint,"198,800,700.00","126,497,800.00","72,302,900.00",36.37,1.00,"72,302,900.00",27.27,,
Plutonium Charge M Blueprint,"72,280,000.00",0.00,"72,280,000.00",100.00,1.00,"72,280,000.00",0.00,,
Antimatter Charge M Blueprint,"150,000,000.00","114,000,000.00","36,000,000.00",24.00,2.00,"72,000,000.00",14.81,,
