ItemName,Region,BaseRegion,AveragePrice,BaseAveragePrice,Difference,ProfitMargin,Volume,BaseVolume,AverageVolumeProfitMarginPotential,PotentialDailyProfit
Light Missile Launcher I Blueprint,Metropolis,Jita,60000,60000,0,0,1,8,0,0
Heavy Missile Launcher I Blueprint,Metropolis,Jita,300000,405000,105000,25.92593,1,6,77.77778,630000
Torpedo Launcher I Blueprint,Metropolis,Jita,999960,999960,0,0,1,6,0,0
Mjolnir Cruise Missile Blueprint,Metropolis,Jita,5000000,5000000,0,0,1,9,0,0
Scourge Cruise Missile Blueprint,Metropolis,Jita,3000000,3000000,0,0,1,9,0,0
Inferno Cruise Missile Blueprint,Metropolis,Jita,4000000,3556250,443750,11.09375,1,8,44.375,3550000
Nova Cruise Missile Blueprint,Metropolis,Jita,2500000,2157143,342857.3,13.71429,1,7,54.85716,2400001
Nova Heavy Missile Blueprint,Metropolis,Jita,700000,700000,0,0,1,5,0,0
Mjolnir Heavy Missile Blueprint,Metropolis,Jita,900000,900000,0,0,1,3,0,0
Inferno Heavy Missile Blueprint,Metropolis,Jita,800000,800000,0,0,1,4,0,0
Scourge Heavy Missile Blueprint,Metropolis,Jita,750000,750000,0,0,1,9,0,0
Scourge Light Missile Blueprint,Metropolis,Jita,150000,150000,0,0,2,9,0,0
Inferno Light Missile Blueprint,Metropolis,Jita,160000,160000,0,0,1,12,0,0
Mjolnir Light Missile Blueprint,Metropolis,Jita,180000,180000,0,0,3,13,0,0
Nova Light Missile Blueprint,Metropolis,Jita,140000,140000,0,0,1,9,0,0
125mm Gatling AutoCannon I Blueprint,Metropolis,Jita,20000,140000,120000,85.71429,2,9,428.5714,1080000
150mm Light AutoCannon I Blueprint,Metropolis,Jita,60000,130000,70000,53.84615,2,8,269.2308,560000
200mm AutoCannon I Blueprint,Metropolis,Jita,90000,171000,81000,47.36842,1,10,236.8421,810000
250mm Light Artillery Cannon I Blueprint,Metropolis,Jita,120000,251000,131000,52.19123,1,8,208.7649,1048000
280mm Howitzer Artillery I Blueprint,Metropolis,Jita,150000,380000,230000,60.52632,1,9,302.6316,2070000
Dual 180mm AutoCannon I Blueprint,Metropolis,Jita,200000,214999,14999,6.976312,1,6,20.92894,89994
220mm Vulcan AutoCannon I Blueprint,Metropolis,Jita,600000,671500,71500,10.6478,1,8,42.59121,572000
425mm AutoCannon I Blueprint,Metropolis,Jita,900000,928999,28999,3.121532,1,7,12.48613,202993
650mm Artillery Cannon I Blueprint,Metropolis,Jita,1200000,1259998,59998,4.761754,1,6,14.28526,359988
720mm Howitzer Artillery I Blueprint,Metropolis,Jita,1500000,1599900,99900,6.24414,1,7,24.97656,699300
Dual 425mm AutoCannon I Blueprint,Metropolis,Jita,2000000,3000000,1000000,33.33333,1,1,33.33333,1000000
Dual 650mm Repeating Cannon I Blueprint,Metropolis,Jita,6000000,6198999,198999,3.21018,1,2,3.21018,397998
800mm Repeating Cannon I Blueprint,Metropolis,Jita,9000000,1.38E+07,4800000,34.78261,1,8,139.1304,3.84E+07
1200mm Artillery Cannon I Blueprint,Metropolis,Jita,1.2E+07,1.2389E+07,388999,3.139874,1,3,6.279748,1166997
1400mm Howitzer Artillery I Blueprint,Metropolis,Jita,1.5E+07,1.6999E+07,1999000,11.75951,1,3,23.51903,5997000
Gatling Pulse Laser I Blueprint,Metropolis,Jita,20000,20000,0,0,1,12,0,0
Dual Light Pulse Laser I Blueprint,Metropolis,Jita,60000,120000,60000,50,1,8,200,480000
Dual Light Beam Laser I Blueprint,Metropolis,Jita,90000,127500,37500,29.41176,1,8,117.6471,300000
Small Focused Pulse Laser I Blueprint,Metropolis,Jita,1E+07,190000,9810000,98.1,1,9,490.5,8.829E+07
Small Focused Beam Laser I Blueprint,Metropolis,Jita,1E+07,400000,9600000,96,1,9,480,8.64E+07
Quad Light Beam Laser I Blueprint,Metropolis,Jita,1E+07,800000,9200000,92,1,4,184,3.68E+07
Focused Medium Pulse Laser I Blueprint,Metropolis,Jita,1E+07,999999,9000001,90.00001,2,4,270,3.6E+07
Focused Medium Beam Laser I Blueprint,Metropolis,Jita,1E+07,1500000,8500000,85,1,4,170,3.4E+07
Heavy Pulse Laser I Blueprint,Metropolis,Jita,2E+07,2E+07,0,0,1,2,0,0
Heavy Beam Laser I Blueprint,Metropolis,Jita,2E+07,1600000,1.84E+07,92,1,4,184,7.36E+07
Dual Heavy Pulse Laser I Blueprint,Metropolis,Jita,4E+07,3900000,3.61E+07,90.25,2,1,90.25,7.22E+07
Dual Heavy Beam Laser I Blueprint,Metropolis,Jita,4E+07,6249998,3.375E+07,84.375,1,1,84.375,3.375E+07
Mega Pulse Laser I Blueprint,Metropolis,Jita,5E+07,9299000,4.0701E+07,81.402,1,3,162.804,1.22103E+08
Mega Beam Laser I Blueprint,Metropolis,Jita,5E+07,1.24E+07,3.76E+07,75.2,1,2,75.2,7.52E+07
Tachyon Beam Laser I Blueprint,Metropolis,Jita,5E+07,1.558E+07,3.442E+07,68.84,1,3,137.68,1.0326E+08
Carbonized Lead S Blueprint,Metropolis,Jita,20000,346666.3,326666.3,94.23077,1,3,188.4615,979999
Nuclear S Blueprint,Metropolis,Jita,30000,353333,323333,91.50942,1,3,183.0188,969999
Proton S Blueprint,Metropolis,Jita,40000,40000,0,0,1,2,0,0
Depleted Uranium S Blueprint,Metropolis,Jita,50000,619999.4,569999.4,91.93548,2,5,275.8064,2849997
Titanium Sabot S Blueprint,Metropolis,Jita,60000,371666.3,311666.3,83.85649,1,6,251.5695,1869998
Fusion S Blueprint,Metropolis,Jita,67500,99000,31500,31.81818,2,2,63.63636,63000
Phased Plasma S Blueprint,Metropolis,Jita,80000,263999.8,183999.8,69.69695,2,5,209.0908,919999.1
EMP S Blueprint,Metropolis,Jita,100000,99990,10,0.01,3,11,0.07,110
Carbonized Lead M Blueprint,Metropolis,Jita,80000,490000,410000,83.67347,5,2,251.0204,2050000
Nuclear M Blueprint,Metropolis,Jita,120000,3800000,3680000,96.8421,2,2,193.6842,7360000
Proton M Blueprint,Metropolis,Jita,165000,950000,785000,82.63158,1,2,82.63158,1570000
Depleted Uranium M Blueprint,Metropolis,Jita,205000,2800000,2595000,92.67857,1,3,185.3571,7785000
Titanium Sabot M Blueprint,Metropolis,Jita,235000,397666.7,162666.7,40.90528,3,3,122.7158,488000
Fusion M Blueprint,Metropolis,Jita,275000,298987,23987,8.022757,2,2,16.04551,47974
Phased Plasma M Blueprint,Metropolis,Jita,325000,679000,354000,52.13549,1,1,52.13549,354000
EMP M Blueprint,Metropolis,Jita,400000,4499999,4099999,91.11111,3,2,182.2222,1.23E+07
Carbonized Lead L Blueprint,Metropolis,Jita,200000,620854.9,420854.9,67.78635,2,1,67.78635,841709.9
Nuclear L Blueprint,Metropolis,Jita,300000,739987,439987,59.45875,2,1,59.45875,879974
Proton L Blueprint,Metropolis,Jita,400000,512994.7,112994.7,22.02648,3,3,66.07944,338984
Depleted Uranium L Blueprint,Metropolis,Jita,500000,4000000,3500000,87.5,2,1,87.5,7000000
Titanium Sabot L Blueprint,Metropolis,Jita,600000,909664.9,309664.9,34.04165,2,1,34.04165,619329.9
Fusion L Blueprint,Metropolis,Jita,700000,780000,80000,10.25641,1,2,10.25641,160000
Phased Plasma L Blueprint,Metropolis,Jita,800000,2399665,1599665,66.66201,1,2,66.66201,3199330
EMP L Blueprint,Metropolis,Jita,1000000,3077780,2077780,67.50905,1,2,67.50905,4155560
Executioner Blueprint,Metropolis,Jita,5500000,2599999,2900001,52.72729,1,8,210.9092,2.320001E+07
Inquisitor Blueprint,Metropolis,Jita,4999998,3000000,1999998,39.99997,1,2,39.99997,3999995
Tormentor Blueprint,Metropolis,Jita,5500000,3263333,2236667,40.66667,1,3,81.33334,6710000
Navitas Blueprint,Metropolis,Jita,5499888,2300000,3199888,58.18096,1,1,58.18096,3199888
Tristan Blueprint,Metropolis,Jita,5499000,2979999,2519002,45.80836,2,6,183.2334,1.511401E+07
Incursus Blueprint,Metropolis,Jita,5500000,3470000,2030000,36.90909,6,3,147.6364,1.218E+07
Punisher Blueprint,Metropolis,Jita,5500000,3555000,1945000,35.36364,1,8,141.4545,1.556E+07
Breacher Blueprint,Metropolis,Jita,2800000,3240000,440000,13.58025,1,1,13.58025,440000
Burst Blueprint,Metropolis,Jita,2500000,2579920,79920,3.09777,1,1,3.09777,79920
Kestrel Blueprint,Metropolis,Jita,5500000,2675000,2825000,51.36364,1,2,51.36364,5650000
Merlin Blueprint,Metropolis,Jita,5500000,2850000,2650000,48.18182,1,4,96.36364,1.06E+07
Heron Blueprint,Metropolis,Jita,5500000,2750000,2750000,50,1,8,200,2.2E+07
Imicus Blueprint,Metropolis,Jita,5500000,3300000,2200000,40,1,3,80,6600000
Atron Blueprint,Metropolis,Jita,5500000,2320367,3179633,57.81151,1,3,115.623,9538899
Maulus Blueprint,Metropolis,Jita,5500000,2899999,2600001,47.27275,1,2,47.27275,5200002
Caldari Shuttle Blueprint,Metropolis,Jita,50000,49875,125,0.25,2,8,1.25,1000
Moa Blueprint,Metropolis,Jita,1.5E+08,8.35E+07,6.65E+07,44.33333,1,10,221.6667,6.65E+08
Maller Blueprint,Metropolis,Jita,1.5E+08,1E+08,5E+07,33.33333,1,1,33.33333,5E+07
Augoror Blueprint,Metropolis,Jita,1.5E+08,9.2E+07,5.8E+07,38.66667,1,2,38.66667,1.16E+08
Vexor Blueprint,Metropolis,Jita,1.5E+08,9E+07,6E+07,40,1,2,40,1.2E+08
Thorax Blueprint,Metropolis,Jita,1.5E+08,9E+07,6E+07,40,1,5,120,3E+08
Arbitrator Blueprint,Metropolis,Jita,1.5E+08,9E+07,6E+07,40,1,1,40,6E+07
Rupture Blueprint,Metropolis,Jita,8.3E+07,1.2E+08,3.7E+07,30.83333,1,1,30.83333,3.7E+07
Bellicose Blueprint,Metropolis,Jita,8.1E+07,1.2E+08,3.9E+07,32.5,1,1,32.5,3.9E+07
Scythe Blueprint,Metropolis,Jita,8E+07,9.5E+07,1.5E+07,15.78947,1,1,15.78947,1.5E+07
Blackbird Blueprint,Metropolis,Jita,1.5E+08,8.15E+07,6.85E+07,45.66667,1,2,45.66667,1.37E+08
Celestis Blueprint,Metropolis,Jita,1.5E+08,9.188841E+07,5.811159E+07,38.74106,1,2,38.74106,1.162232E+08
Exequror Blueprint,Metropolis,Jita,1.5E+08,9.0989E+07,5.9011E+07,39.34067,1,1,39.34067,5.9011E+07
Badger Blueprint,Metropolis,Jita,9000000,3487500,5512500,61.25,1,2,61.25,1.1025E+07
Tayra Blueprint,Metropolis,Jita,9349099,7411111,1937988,20.72914,1,9,103.6457,1.744189E+07
Nereus Blueprint,Metropolis,Jita,8700000,3899998,4800002,55.17244,1,2,55.17244,9600004
Hoarder Blueprint,Metropolis,Jita,4525000,5550000,1025000,18.46847,2,1,18.46847,2050000
Mammoth Blueprint,Metropolis,Jita,9375000,1.18E+07,2425000,20.55085,1,1,20.55085,2425000
Wreathe Blueprint,Metropolis,Jita,3225000,4150000,925000,22.28916,1,1,22.28916,925000
Kryos Blueprint,Metropolis,Jita,1.15E+07,4000000,7500000,65.21739,1,2,65.21739,1.5E+07
Epithal Blueprint,Metropolis,Jita,1.25E+07,6999000,5501000,44.008,1,2,44.008,1.1002E+07
Miasmos Blueprint,Metropolis,Jita,1.19E+07,5399999,6500001,54.62186,1,4,109.2437,2.6E+07
Iteron Mark V Blueprint,Metropolis,Jita,1.65E+07,1.285E+07,3650000,22.12121,1,3,44.24242,1.095E+07
Typhoon Blueprint,Metropolis,Jita,9.75E+08,1.326E+09,3.51E+08,26.47059,1,1,26.47059,3.51E+08
Small Shield Extender I Blueprint,Metropolis,Jita,49920,49920,0,0,3,8,0,0
Shield Recharger I Blueprint,Metropolis,Jita,87360,87360,0,0,1,5,0,0
Small Shield Booster I Blueprint,Metropolis,Jita,91160,91160,0,0,1,4,0,0
5MN Microwarpdrive I Blueprint,Metropolis,Jita,316360,310530.1,5829.906,1.842808,1,12,11.05685,69958.88
1MN Afterburner I Blueprint,Metropolis,Jita,64500,79100,14600,18.45765,2,9,92.28825,131400
Cargo Scanner I Blueprint,Metropolis,Jita,15000,399999,384999,96.24999,1,5,288.75,1924995
Ship Scanner I Blueprint,Metropolis,Jita,19840,288333.3,268493.3,93.11907,1,3,186.2381,805480
Survey Scanner I Blueprint,Metropolis,Jita,1000000,190000,810000,81,2,6,324,4860000
Warp Scrambler I Blueprint,Metropolis,Jita,636000,394240,241760,38.01258,1,12,228.0755,2901120
Gyrostabilizer I Blueprint,Metropolis,Jita,243200,540000,296800,54.96296,2,13,384.7408,3858400
Small Armor Repairer I Blueprint,Metropolis,Jita,200000,1000000,800000,80,1,6,240,4800000
Small Hull Repairer I Blueprint,Metropolis,Jita,499980,499980,0,0,1,1,0,0
Stasis Webifier I Blueprint,Metropolis,Jita,224880,224880,0,0,1,12,0,0
Small Remote Capacitor Transmitter I Blueprint,Metropolis,Jita,125000,125000,0,0,1,2,0,0
Small Energy Nosferatu I Blueprint,Metropolis,Jita,395040,500000,104960,20.992,2,3,41.984,314880
Small Energy Neutralizer I Blueprint,Metropolis,Jita,199680,199680,0,0,1,5,0,0
75mm Gatling Rail I Blueprint,Metropolis,Jita,20000,20000,0,0,1,4,0,0
Light Electron Blaster I Blueprint,Metropolis,Jita,60000,148000,88000,59.45946,1,7,237.8378,616000
Light Ion Blaster I Blueprint,Metropolis,Jita,90000,190000,100000,52.63158,1,7,210.5263,700000
Light Neutron Blaster I Blueprint,Metropolis,Jita,1200000,280000,920000,76.66666,1,8,306.6667,7360000
150mm Railgun I Blueprint,Metropolis,Jita,150000,150000,0,0,1,13,0,0
Heavy Electron Blaster I Blueprint,Metropolis,Jita,2E+07,600000,1.94E+07,97,1,6,291,1.164E+08
Dual 150mm Railgun I Blueprint,Metropolis,Jita,2499000,200000,2299000,91.9968,1,5,275.9904,1.1495E+07
Heavy Neutron Blaster I Blueprint,Metropolis,Jita,4E+07,1200000,3.88E+07,97,1,9,485,3.492E+08
Heavy Ion Blaster I Blueprint,Metropolis,Jita,2E+07,900000,1.91E+07,95.5,1,6,286.5,1.146E+08
250mm Railgun I Blueprint,Metropolis,Jita,5500000,1500000,4000000,72.72727,1,14,509.0909,5.6E+07
Electron Blaster Cannon I Blueprint,Metropolis,Jita,4E+07,6000000,3.4E+07,85,1,2,85,6.8E+07
Dual 250mm Railgun I Blueprint,Metropolis,Jita,2E+07,2000000,1.8E+07,90,1,1,90,1.8E+07
Neutron Blaster Cannon I Blueprint,Metropolis,Jita,4.5E+07,1.2E+07,3.3E+07,73.33334,1,7,293.3333,2.31E+08
425mm Railgun I Blueprint,Metropolis,Jita,5.5E+07,1.5E+07,4E+07,72.72727,1,1,72.72727,4E+07
Ion Blaster Cannon I Blueprint,Metropolis,Jita,4.5E+07,9000000,3.6E+07,80,1,2,80,7.2E+07
Medium Capacitor Booster I Blueprint,Metropolis,Jita,281240,2568744,2287504,89.05146,2,5,267.1544,1.143752E+07
Adaptive Invulnerability Field I Blueprint,Metropolis,Jita,750000,944998.6,194998.6,20.6348,1,18,185.7132,3509974
Iron Charge S Blueprint,Metropolis,Jita,20000,20000,0,0,2,10,0,0
Tungsten Charge S Blueprint,Metropolis,Jita,30000,29999.75,0.25,0.0008333334,1,4,0.001666667,1
Iridium Charge S Blueprint,Metropolis,Jita,40000,40000,0,0,2,5,0,0
Lead Charge S Blueprint,Metropolis,Jita,50000,50000,0,0,1,2,0,0
Thorium Charge S Blueprint,Metropolis,Jita,60000,60000,0,0,2,7,0,0
Uranium Charge S Blueprint,Metropolis,Jita,70000,70000,0,0,2,2,0,0
Plutonium Charge S Blueprint,Metropolis,Jita,80000,80000,0,0,2,5,0,0
Antimatter Charge S Blueprint,Metropolis,Jita,100000,100000,0,0,2,12,0,0
Iron Charge M Blueprint,Metropolis,Jita,80000,80000,0,0,2,5,0,0
Tungsten Charge M Blueprint,Metropolis,Jita,110000,110000,0,0,1,2,0,0
Iridium Charge M Blueprint,Metropolis,Jita,150000,150000,0,0,7,8,0,0
Lead Charge M Blueprint,Metropolis,Jita,175000,175000,0,0,1,3,0,0
Thorium Charge M Blueprint,Metropolis,Jita,225000,225000,0,0,5,8,0,0
Uranium Charge M Blueprint,Metropolis,Jita,275000,275000,0,0,1,6,0,0
Plutonium Charge M Blueprint,Metropolis,Jita,325000,325000,0,0,1,8,0,0
Antimatter Charge M Blueprint,Metropolis,Jita,400000,400000,0,0,3,17,0,0
Iron Charge L Blueprint,Metropolis,Jita,200000,200000,0,0,1,3,0,0
Tungsten Charge L Blueprint,Metropolis,Jita,300000,300000,0,0,3,3,0,0
Iridium Charge L Blueprint,Metropolis,Jita,400000,400000,0,0,1,3,0,0
Lead Charge L Blueprint,Metropolis,Jita,500000,500000,0,0,1,2,0,0
Thorium Charge L Blueprint,Metropolis,Jita,600000,600000,0,0,1,6,0,0
Uranium Charge L Blueprint,Metropolis,Jita,700000,700000,0,0,1,2,0,0
Plutonium Charge L Blueprint,Metropolis,Jita,800000,800000,0,0,1,4,0,0
Antimatter Charge L Blueprint,Metropolis,Jita,1000000,912222.3,87777.75,8.777775,1,9,43.88887,789999.8
Radio S Blueprint,Metropolis,Jita,30000,44000,14000,31.81818,1,2,31.81818,28000
Microwave S Blueprint,Metropolis,Jita,20000,20000,0,0,1,1,0,0
Infrared S Blueprint,Metropolis,Jita,10000,10000,0,0,1,1,0,0
Standard S Blueprint,Metropolis,Jita,12500,12500,0,0,1,1,0,0
Ultraviolet S Blueprint,Metropolis,Jita,15000,40000,25000,62.5,1,2,62.5,50000
Xray S Blueprint,Metropolis,Jita,50000.05,39000,11000.05,22.00008,1,2,22.00008,22000.1
Gamma S Blueprint,Metropolis,Jita,65000,35000,30000,46.15385,2,1,46.15385,60000
Multifrequency S Blueprint,Metropolis,Jita,100000,43500,56500,56.5,1,3,113,169500
Standard M Blueprint,Metropolis,Jita,125000,562499.5,437499.5,77.77776,1,2,77.77776,874999
Xray M Blueprint,Metropolis,Jita,250000,277000,27000,9.747293,1,1,9.747293,27000
Gamma M Blueprint,Metropolis,Jita,350000,370000,20000,5.405406,1,3,10.81081,60000
Multifrequency M Blueprint,Metropolis,Jita,400000,413400,13400,3.241413,1,2,3.241413,26800
Standard L Blueprint,Metropolis,Jita,1250000,1250000,0,0,1,1,0,0
Gamma L Blueprint,Metropolis,Jita,3500000,3900000,400000,10.25641,1,2,10.25641,800000
Multifrequency L Blueprint,Metropolis,Jita,8000000,4444000,3556000,44.45,1,1,44.45,3556000
Cap Booster 25 Blueprint,Metropolis,Jita,100000,124983.6,24983.65,19.98953,1,3,39.97907,74950.95
Cap Booster 50 Blueprint,Metropolis,Jita,1000000,333317.3,666682.7,66.66827,4,3,200.0048,2666731
Auto Targeting System I,Metropolis,Jita,15287.02,13193,2094.02,13.69802,9,675,4684.724,1413463
Small Armor Repairer II,Metropolis,Jita,617140.6,493896.7,123243.9,19.97015,7,376,3814.298,4.63397E+07
Small Cap Battery I,Metropolis,Jita,31500,32747.45,1247.449,3.809302,54,558,1165.646,696076.7
Small Cap Battery I Blueprint,Metropolis,Jita,100000,175000.8,75000.75,42.85739,1,4,85.71478,300003
Small Remote Capacitor Transmitter II,Metropolis,Jita,1308000,500000,808000,61.7737,1,1,61.7737,808000
'Basic' Overdrive Injector System,Metropolis,Jita,2898000,1399997,1498003,51.69092,18,50,1757.491,7.490014E+07
Basic EM Plating,Metropolis,Jita,450000,1,449999,99.99978,26,2,1399.997,1.169997E+07
Cap Recharger I,Metropolis,Jita,77398.95,32999.76,44399.19,57.36407,1,118,3384.48,5239105
Cap Recharger I Blueprint,Metropolis,Jita,5000000,472221.8,4527778,90.55556,1,9,452.7778,4.075E+07
EM Plating I,Metropolis,Jita,10000,22499.97,12499.97,55.5555,1,2,55.5555,24999.94
EM Plating II,Metropolis,Jita,299999,63072.25,236926.8,78.97585,3,42,1737.469,9950924
Wasp I,Metropolis,Jita,35800,48600.13,12800.13,26.33764,192,2304,32869.38,2.94915E+07
Civilian Mining Drone,Metropolis,Jita,60000,2331.91,57668.09,96.11348,1,35,1730.043,2018383
Auto Targeting System I Blueprint,Metropolis,Jita,29440,29440,0,0,2,5,0,0
Passive Targeter I Blueprint,Metropolis,Jita,250000,1000000,750000,75,1,1,75,750000
Wasp I Blueprint,Metropolis,Jita,5000000,5000000,0,0,2,6,0,0
Mjolnir Auto-Targeting Light Missile I Blueprint,Metropolis,Jita,180000,180000,0,0,1,1,0,0
Civilian Mining Drone Blueprint,Metropolis,Jita,1498600,3000000,1501400,50.04667,2,1,50.04667,3002800
Scourge Rocket Blueprint,Metropolis,Jita,45000,30366.67,14633.33,32.51851,5,3,130.0741,73166.65
Scourge Torpedo Blueprint,Metropolis,Jita,9000000,6166667,2833334,31.48148,1,3,62.96297,8500000
Bistot,Metropolis,Jita,940.23,3900,2959.77,75.89154,144,204,13205.13,603793.1
Pyroxeres,Metropolis,Jita,39.9,43.6,3.699997,8.486232,17000,3011782,1.285147E+07,1.114358E+07
Crokite,Metropolis,Jita,1161.01,2500,1338.99,53.5596,15658,449,431315.5,2.096591E+07
Jaspet,Metropolis,Jita,205.16,300.11,94.94998,31.6384,2676,10657,210901.5,1011882
Omber,Metropolis,Jita,43.38,97.82,54.44,55.65324,508668,592525,3.064245E+07,3.225706E+07
Scordite,Metropolis,Jita,14.09,14.73,0.6399994,4.344871,702274,7317318,1.742204E+07,4683079
Gneiss,Metropolis,Jita,450.3,1050.7,600.4,57.14286,62115,7530,1989829,3.729384E+07
Veldspar,Metropolis,Jita,10.18,13.01,2.83,21.7525,2503616,28221191,3.341706E+08,7.986597E+07
Hemorphite,Metropolis,Jita,4000,1298.95,2701.05,67.52625,4028,190213,6558150,5.137748E+08
Dark Ochre,Metropolis,Jita,388.01,800,411.99,51.49875,323,296,15913.11,133072.8
Overdrive Injector System II,Metropolis,Jita,870706.4,629481,241225.4,27.70457,21,821,11663.62,1.980461E+08
'Basic' Reinforced Bulkheads,Metropolis,Jita,1.9999E+07,251621,1.974738E+07,98.74184,1,9,493.7092,1.777264E+08
'Basic' Nanofiber Internal Structure,Metropolis,Jita,1,56011,56010,99.99821,7,2,399.9929,392070
Overdrive Injector System I,Metropolis,Jita,23071.45,19898.86,3172.59,13.75115,14,1168,8126.93,3705585
Overdrive Injector System I Blueprint,Metropolis,Jita,249980,249980,0,0,1,2,0,0
Capacitor Flux Coil I,Metropolis,Jita,250000,18944.87,231055.1,92.42205,1,34,1571.175,7855874
Capacitor Flux Coil II,Metropolis,Jita,1272702,699900,572801.9,45.00676,11,725,16562.49,4.152813E+08
Shield Flux Coil I,Metropolis,Jita,50000,13252.45,36747.55,73.4951,1,6,220.4853,220485.3
Shield Flux Coil II,Metropolis,Jita,1990922,633613.7,1357308,68.17486,1,17,613.5737,2.307424E+07
Basic Explosive Plating,Metropolis,Jita,10001,3700000,3689999,99.72971,1,1,99.72971,3689999
Explosive Plating I,Metropolis,Jita,10000,7999.99,2000.01,20.0001,1,1,20.0001,2000.01
Explosive Plating I Blueprint,Metropolis,Jita,49740,52000,2260,4.346154,1,1,4.346154,2260
Explosive Plating II,Metropolis,Jita,388881,167821.1,221059.8,56.84512,1,29,852.6768,6410736
Layered Plating I,Metropolis,Jita,10000,112.08,9887.92,98.8792,1,2,98.8792,19775.84
Layered Plating II,Metropolis,Jita,239998.7,210998.3,29000.42,12.08357,1,9,60.41786,261003.8
Basic Kinetic Plating,Metropolis,Jita,1.9989E+07,12.03,1.998899E+07,99.99994,1,1,99.99994,1.998899E+07
Kinetic Plating I,Metropolis,Jita,10000,11698,1698,14.5153,1,1,14.5153,1698
Kinetic Plating I Blueprint,Metropolis,Jita,45000,7499999,7454999,99.4,1,5,298.2,3.727499E+07
Kinetic Plating II,Metropolis,Jita,1200000,99662.61,1100337,91.69478,2,12,641.8635,1.320405E+07
Basic Thermal Plating,Metropolis,Jita,96000,3250000,3154000,97.04615,1,1,97.04615,3154000
Thermal Plating I,Metropolis,Jita,10000,7499.99,2500.01,25.0001,1,331,4150.016,827503.3
Thermal Plating II,Metropolis,Jita,499999,43848.61,456150.4,91.23026,1,13,638.6118,5929955
Basic Adaptive Nano Plating,Metropolis,Jita,2.9E+07,4020000,2.498E+07,86.13793,1,2,86.13793,4.996E+07
Adaptive Nano Plating I,Metropolis,Jita,15000,9893.28,5106.72,34.0448,2,24,442.5824,122561.3
Adaptive Nano Plating I Blueprint,Metropolis,Jita,74680,108670,33990,31.27818,1,8,125.1127,271920
Adaptive Nano Plating II,Metropolis,Jita,311024.6,242991.5,68033.16,21.87388,16,963,10696.33,6.551593E+07
'Basic' Expanded Cargohold,Metropolis,Jita,1.099899E+07,44002.21,1.095499E+07,99.59995,3,1,199.1999,3.286496E+07
Expanded Cargohold I,Metropolis,Jita,3526.76,999.01,2527.75,71.67343,52,1791,66011.23,4527200
Expanded Cargohold I Blueprint,Metropolis,Jita,16640,16640,0,0,1,8,0,0
Expanded Cargohold II,Metropolis,Jita,399957.3,350000,49957.38,12.49068,176,3392,22283.37,1.694554E+08
Reinforced Bulkheads I,Metropolis,Jita,44439.96,29996.96,14443,32.50003,4,572,9360.008,8261396
