ItemName,Region,BaseRegion,AveragePrice,BaseAveragePrice,Difference,ProfitMargin,Volume,BaseVolume,PotentialDailyProfit
Small Focused Beam Laser I Blueprint,Metropolis,Jita,1E+07,400000,9600000,96,1,9,9600000
Quad Light Beam Laser I Blueprint,Metropolis,Jita,1E+07,800000,9200000,92,1,4,9200000
Focused Medium Pulse Laser I Blueprint,Metropolis,Jita,1E+07,999999,9000001,90.00001,2,4,1.8E+07
Focused Medium Beam Laser I Blueprint,Metropolis,Jita,1E+07,1500000,8500000,85,1,4,8500000
Heavy Pulse Laser I Blueprint,Metropolis,Jita,2E+07,2E+07,0,0,1,2,0
Heavy Beam Laser I Blueprint,Metropolis,Jita,2E+07,1600000,1.84E+07,92,1,4,1.84E+07
Dual Heavy Pulse Laser I Blueprint,Metropolis,Jita,4E+07,3900000,3.61E+07,90.25,2,1,7.22E+07
Dual Heavy Beam Laser I Blueprint,Metropolis,Jita,4E+07,6249998,3.375E+07,84.375,1,1,3.375E+07
Mega Pulse Laser I Blueprint,Metropolis,Jita,5E+07,9299000,4.0701E+07,81.402,1,3,4.0701E+07
Mega Beam Laser I Blueprint,Metropolis,Jita,5E+07,1.24E+07,3.76E+07,75.2,1,2,3.76E+07
Tachyon Beam Laser I Blueprint,Metropolis,Jita,5E+07,1.558E+07,3.442E+07,68.84,1,3,3.442E+07
Carbonized Lead S Blueprint,Metropolis,Jita,20000,346666.3,326666.3,94.23077,1,3,326666.3
Nuclear S Blueprint,Metropolis,Jita,30000,353333,323333,91.50942,1,3,323333
Proton S Blueprint,Metropolis,Jita,40000,40000,0,0,1,2,0
Depleted Uranium S Blueprint,Metropolis,Jita,50000,619999.4,569999.4,91.93548,2,5,1139999
Titanium Sabot S Blueprint,Metropolis,Jita,60000,371666.3,311666.3,83.85649,1,6,311666.3
Fusion S Blueprint,Metropolis,Jita,67500,99000,31500,31.81818,2,2,63000
Phased Plasma S Blueprint,Metropolis,Jita,80000,263999.8,183999.8,69.69695,2,5,367999.6
EMP S Blueprint,Metropolis,Jita,100000,99990,10,0.01,3,11,30
Carbonized Lead M Blueprint,Metropolis,Jita,80000,490000,410000,83.67347,5,2,2050000
Nuclear M Blueprint,Metropolis,Jita,120000,3800000,3680000,96.8421,2,2,7360000
Proton M Blueprint,Metropolis,Jita,165000,950000,785000,82.63158,1,2,785000
Depleted Uranium M Blueprint,Metropolis,Jita,205000,2800000,2595000,92.67857,1,3,2595000
Titanium Sabot M Blueprint,Metropolis,Jita,235000,397666.7,162666.7,40.90528,3,3,488000
Fusion M Blueprint,Metropolis,Jita,275000,298987,23987,8.022757,2,2,47974
Phased Plasma M Blueprint,Metropolis,Jita,325000,679000,354000,52.13549,1,1,354000
EMP M Blueprint,Metropolis,Jita,400000,4499999,4099999,91.11111,3,2,1.23E+07
Carbonized Lead L Blueprint,Metropolis,Jita,200000,620854.9,420854.9,67.78635,2,1,841709.9
Nuclear L Blueprint,Metropolis,Jita,300000,739987,439987,59.45875,2,1,879974
Proton L Blueprint,Metropolis,Jita,400000,512994.7,112994.7,22.02648,3,3,338984
Depleted Uranium L Blueprint,Metropolis,Jita,500000,4000000,3500000,87.5,2,1,7000000
Titanium Sabot L Blueprint,Metropolis,Jita,600000,909664.9,309664.9,34.04165,2,1,619329.9
Fusion L Blueprint,Metropolis,Jita,700000,780000,80000,10.25641,1,2,80000
Phased Plasma L Blueprint,Metropolis,Jita,800000,2399665,1599665,66.66201,1,2,1599665
EMP L Blueprint,Metropolis,Jita,1000000,3077780,2077780,67.50905,1,2,2077780
Executioner Blueprint,Metropolis,Jita,5500000,2599999,2900001,52.72729,1,8,2900001
Inquisitor Blueprint,Metropolis,Jita,4999998,3000000,1999998,39.99997,1,2,1999998
Tormentor Blueprint,Metropolis,Jita,5500000,3263333,2236667,40.66667,1,3,2236667
Navitas Blueprint,Metropolis,Jita,5499888,2300000,3199888,58.18096,1,1,3199888
Tristan Blueprint,Metropolis,Jita,5499000,2979999,2519002,45.80836,2,6,5038003
Incursus Blueprint,Metropolis,Jita,5500000,3470000,2030000,36.90909,6,3,1.218E+07
Punisher Blueprint,Metropolis,Jita,5500000,3555000,1945000,35.36364,1,8,1945000
Breacher Blueprint,Metropolis,Jita,2800000,3240000,440000,13.58025,1,1,440000
Burst Blueprint,Metropolis,Jita,2500000,2579920,79920,3.09777,1,1,79920
Kestrel Blueprint,Metropolis,Jita,5500000,2675000,2825000,51.36364,1,2,2825000
Merlin Blueprint,Metropolis,Jita,5500000,2850000,2650000,48.18182,1,4,2650000
Heron Blueprint,Metropolis,Jita,5500000,2750000,2750000,50,1,8,2750000
Imicus Blueprint,Metropolis,Jita,5500000,3300000,2200000,40,1,3,2200000
Atron Blueprint,Metropolis,Jita,5500000,2320367,3179633,57.81151,1,3,3179633
Maulus Blueprint,Metropolis,Jita,5500000,2899999,2600001,47.27275,1,2,2600001
Caldari Shuttle Blueprint,Metropolis,Jita,50000,49875,125,0.25,2,8,250
Moa Blueprint,Metropolis,Jita,1.5E+08,8.35E+07,6.65E+07,44.33333,1,10,6.65E+07
Maller Blueprint,Metropolis,Jita,1.5E+08,1E+08,5E+07,33.33333,1,1,5E+07
Augoror Blueprint,Metropolis,Jita,1.5E+08,9.2E+07,5.8E+07,38.66667,1,2,5.8E+07
Vexor Blueprint,Metropolis,Jita,1.5E+08,9E+07,6E+07,40,1,2,6E+07
Thorax Blueprint,Metropolis,Jita,1.5E+08,9E+07,6E+07,40,1,5,6E+07
Arbitrator Blueprint,Metropolis,Jita,1.5E+08,9E+07,6E+07,40,1,1,6E+07
Rupture Blueprint,Metropolis,Jita,8.3E+07,1.2E+08,3.7E+07,30.83333,1,1,3.7E+07
Bellicose Blueprint,Metropolis,Jita,8.1E+07,1.2E+08,3.9E+07,32.5,1,1,3.9E+07
Scythe Blueprint,Metropolis,Jita,8E+07,9.5E+07,1.5E+07,15.78947,1,1,1.5E+07
Blackbird Blueprint,Metropolis,Jita,1.5E+08,8.15E+07,6.85E+07,45.66667,1,2,6.85E+07
Celestis Blueprint,Metropolis,Jita,1.5E+08,9.188841E+07,5.811159E+07,38.74106,1,2,5.811159E+07
Exequror Blueprint,Metropolis,Jita,1.5E+08,9.0989E+07,5.9011E+07,39.34067,1,1,5.9011E+07
Badger Blueprint,Metropolis,Jita,9000000,3487500,5512500,61.25,1,2,5512500
Tayra Blueprint,Metropolis,Jita,9349099,7411111,1937988,20.72914,1,9,1937988
Nereus Blueprint,Metropolis,Jita,8700000,3899998,4800002,55.17244,1,2,4800002
Hoarder Blueprint,Metropolis,Jita,4525000,5550000,1025000,18.46847,2,1,2050000
Mammoth Blueprint,Metropolis,Jita,9375000,1.18E+07,2425000,20.55085,1,1,2425000
Wreathe Blueprint,Metropolis,Jita,3225000,4150000,925000,22.28916,1,1,925000
Kryos Blueprint,Metropolis,Jita,1.15E+07,4000000,7500000,65.21739,1,2,7500000
Epithal Blueprint,Metropolis,Jita,1.25E+07,6999000,5501000,44.008,1,2,5501000
Miasmos Blueprint,Metropolis,Jita,1.19E+07,5399999,6500001,54.62186,1,4,6500001
Iteron Mark V Blueprint,Metropolis,Jita,1.65E+07,1.285E+07,3650000,22.12121,1,3,3650000
Typhoon Blueprint,Metropolis,Jita,9.75E+08,1.326E+09,3.51E+08,26.47059,1,1,3.51E+08
Small Shield Extender I Blueprint,Metropolis,Jita,49920,49920,0,0,3,8,0
Shield Recharger I Blueprint,Metropolis,Jita,87360,87360,0,0,1,5,0
Small Shield Booster I Blueprint,Metropolis,Jita,91160,91160,0,0,1,4,0
5MN Microwarpdrive I Blueprint,Metropolis,Jita,316360,310530.1,5829.906,1.842808,1,12,5829.906
1MN Afterburner I Blueprint,Metropolis,Jita,64500,79100,14600,18.45765,2,9,29200
Cargo Scanner I Blueprint,Metropolis,Jita,15000,399999,384999,96.24999,1,5,384999
Ship Scanner I Blueprint,Metropolis,Jita,19840,288333.3,268493.3,93.11907,1,3,268493.3
Survey Scanner I Blueprint,Metropolis,Jita,1000000,190000,810000,81,2,6,1620000
Warp Scrambler I Blueprint,Metropolis,Jita,636000,394240,241760,38.01258,1,12,241760
Gyrostabilizer I Blueprint,Metropolis,Jita,243200,540000,296800,54.96296,2,13,593600
Small Armor Repairer I Blueprint,Metropolis,Jita,200000,1000000,800000,80,1,6,800000
Small Hull Repairer I Blueprint,Metropolis,Jita,499980,499980,0,0,1,1,0
Stasis Webifier I Blueprint,Metropolis,Jita,224880,224880,0,0,1,12,0
Small Remote Capacitor Transmitter I Blueprint,Metropolis,Jita,125000,125000,0,0,1,2,0
Small Energy Nosferatu I Blueprint,Metropolis,Jita,395040,500000,104960,20.992,2,3,209920
Small Energy Neutralizer I Blueprint,Metropolis,Jita,199680,199680,0,0,1,5,0
75mm Gatling Rail I Blueprint,Metropolis,Jita,20000,20000,0,0,1,4,0
Light Electron Blaster I Blueprint,Metropolis,Jita,60000,148000,88000,59.45946,1,7,88000
Light Ion Blaster I Blueprint,Metropolis,Jita,90000,190000,100000,52.63158,1,7,100000
Light Neutron Blaster I Blueprint,Metropolis,Jita,1200000,280000,920000,76.66666,1,8,920000
150mm Railgun I Blueprint,Metropolis,Jita,150000,150000,0,0,1,13,0
Heavy Electron Blaster I Blueprint,Metropolis,Jita,2E+07,600000,1.94E+07,97,1,6,1.94E+07
Dual 150mm Railgun I Blueprint,Metropolis,Jita,2499000,200000,2299000,91.9968,1,5,2299000
Heavy Neutron Blaster I Blueprint,Metropolis,Jita,4E+07,1200000,3.88E+07,97,1,9,3.88E+07
Heavy Ion Blaster I Blueprint,Metropolis,Jita,2E+07,900000,1.91E+07,95.5,1,6,1.91E+07
250mm Railgun I Blueprint,Metropolis,Jita,5500000,1500000,4000000,72.72727,1,14,4000000
Electron Blaster Cannon I Blueprint,Metropolis,Jita,4E+07,6000000,3.4E+07,85,1,2,3.4E+07
Dual 250mm Railgun I Blueprint,Metropolis,Jita,2E+07,2000000,1.8E+07,90,1,1,1.8E+07
Neutron Blaster Cannon I Blueprint,Metropolis,Jita,4.5E+07,1.2E+07,3.3E+07,73.33334,1,7,3.3E+07
425mm Railgun I Blueprint,Metropolis,Jita,5.5E+07,1.5E+07,4E+07,72.72727,1,1,4E+07
Ion Blaster Cannon I Blueprint,Metropolis,Jita,4.5E+07,9000000,3.6E+07,80,1,2,3.6E+07
Medium Capacitor Booster I Blueprint,Metropolis,Jita,281240,2568744,2287504,89.05146,2,5,4575008
Adaptive Invulnerability Field I Blueprint,Metropolis,Jita,750000,944998.6,194998.6,20.6348,1,18,194998.6
Iron Charge S Blueprint,Metropolis,Jita,20000,20000,0,0,2,10,0
Tungsten Charge S Blueprint,Metropolis,Jita,30000,29999.75,0.25,0.0008333334,1,4,0.25
Iridium Charge S Blueprint,Metropolis,Jita,40000,40000,0,0,2,5,0
Lead Charge S Blueprint,Metropolis,Jita,50000,50000,0,0,1,2,0
Thorium Charge S Blueprint,Metropolis,Jita,60000,60000,0,0,2,7,0
Uranium Charge S Blueprint,Metropolis,Jita,70000,70000,0,0,2,2,0
Plutonium Charge S Blueprint,Metropolis,Jita,80000,80000,0,0,2,5,0
Antimatter Charge S Blueprint,Metropolis,Jita,100000,100000,0,0,2,12,0
Iron Charge M Blueprint,Metropolis,Jita,80000,80000,0,0,2,5,0
Tungsten Charge M Blueprint,Metropolis,Jita,110000,110000,0,0,1,2,0
Iridium Charge M Blueprint,Metropolis,Jita,150000,150000,0,0,7,8,0
Lead Charge M Blueprint,Metropolis,Jita,175000,175000,0,0,1,3,0
Thorium Charge M Blueprint,Metropolis,Jita,225000,225000,0,0,5,8,0
Uranium Charge M Blueprint,Metropolis,Jita,275000,275000,0,0,1,6,0
Plutonium Charge M Blueprint,Metropolis,Jita,325000,325000,0,0,1,8,0
Antimatter Charge M Blueprint,Metropolis,Jita,400000,400000,0,0,3,17,0
Iron Charge L Blueprint,Metropolis,Jita,200000,200000,0,0,1,3,0
Tungsten Charge L Blueprint,Metropolis,Jita,300000,300000,0,0,3,3,0
Iridium Charge L Blueprint,Metropolis,Jita,400000,400000,0,0,1,3,0
Lead Charge L Blueprint,Metropolis,Jita,500000,500000,0,0,1,2,0
Thorium Charge L Blueprint,Metropolis,Jita,600000,600000,0,0,1,6,0
Uranium Charge L Blueprint,Metropolis,Jita,700000,700000,0,0,1,2,0
Plutonium Charge L Blueprint,Metropolis,Jita,800000,800000,0,0,1,4,0
Antimatter Charge L Blueprint,Metropolis,Jita,1000000,912222.3,87777.75,8.777775,1,9,87777.75
Radio S Blueprint,Metropolis,Jita,30000,44000,14000,31.81818,1,2,14000
Microwave S Blueprint,Metropolis,Jita,20000,20000,0,0,1,1,0
Infrared S Blueprint,Metropolis,Jita,10000,10000,0,0,1,1,0
Standard S Blueprint,Metropolis,Jita,12500,12500,0,0,1,1,0
Ultraviolet S Blueprint,Metropolis,Jita,15000,40000,25000,62.5,1,2,25000
Xray S Blueprint,Metropolis,Jita,50000.05,39000,11000.05,22.00008,1,2,11000.05
Gamma S Blueprint,Metropolis,Jita,65000,35000,30000,46.15385,2,1,60000
Multifrequency S Blueprint,Metropolis,Jita,100000,43500,56500,56.5,1,3,56500
Standard M Blueprint,Metropolis,Jita,125000,562499.5,437499.5,77.77776,1,2,437499.5
Xray M Blueprint,Metropolis,Jita,250000,277000,27000,9.747293,1,1,27000
Gamma M Blueprint,Metropolis,Jita,350000,370000,20000,5.405406,1,3,20000
Multifrequency M Blueprint,Metropolis,Jita,400000,413400,13400,3.241413,1,2,13400
Standard L Blueprint,Metropolis,Jita,1250000,1250000,0,0,1,1,0
Gamma L Blueprint,Metropolis,Jita,3500000,3900000,400000,10.25641,1,2,400000
Multifrequency L Blueprint,Metropolis,Jita,8000000,4444000,3556000,44.45,1,1,3556000
Cap Booster 25 Blueprint,Metropolis,Jita,100000,124983.6,24983.65,19.98953,1,3,24983.65
Cap Booster 50 Blueprint,Metropolis,Jita,1000000,333317.3,666682.7,66.66827,4,3,2666731
Auto Targeting System I,Metropolis,Jita,15287.02,13193,2094.02,13.69802,9,675,18846.18
Small Armor Repairer II,Metropolis,Jita,617140.6,493896.7,123243.9,19.97015,7,376,862707.1
Small Cap Battery I,Metropolis,Jita,31500,32747.45,1247.449,3.809302,54,558,67362.26
Small Cap Battery I Blueprint,Metropolis,Jita,100000,175000.8,75000.75,42.85739,1,4,75000.75
Small Remote Capacitor Transmitter II,Metropolis,Jita,1308000,500000,808000,61.7737,1,1,808000
'Basic' Overdrive Injector System,Metropolis,Jita,2898000,1399997,1498003,51.69092,18,50,2.696405E+07
Basic EM Plating,Metropolis,Jita,450000,1,449999,99.99978,26,2,1.169997E+07
Cap Recharger I,Metropolis,Jita,77398.95,32999.76,44399.19,57.36407,1,118,44399.19
Cap Recharger I Blueprint,Metropolis,Jita,5000000,472221.8,4527778,90.55556,1,9,4527778
EM Plating I,Metropolis,Jita,10000,22499.97,12499.97,55.5555,1,2,12499.97
EM Plating II,Metropolis,Jita,299999,63072.25,236926.8,78.97585,3,42,710780.3
Wasp I,Metropolis,Jita,35800,48600.13,12800.13,26.33764,192,2304,2457625
Civilian Mining Drone,Metropolis,Jita,60000,2331.91,57668.09,96.11348,1,35,57668.09
Auto Targeting System I Blueprint,Metropolis,Jita,29440,29440,0,0,2,5,0
Passive Targeter I Blueprint,Metropolis,Jita,250000,1000000,750000,75,1,1,750000
Wasp I Blueprint,Metropolis,Jita,5000000,5000000,0,0,2,6,0
Mjolnir Auto-Targeting Light Missile I Blueprint,Metropolis,Jita,180000,180000,0,0,1,1,0
Civilian Mining Drone Blueprint,Metropolis,Jita,1498600,3000000,1501400,50.04667,2,1,3002800
Scourge Rocket Blueprint,Metropolis,Jita,45000,30366.67,14633.33,32.51851,5,3,73166.65
Scourge Torpedo Blueprint,Metropolis,Jita,9000000,6166667,2833334,31.48148,1,3,2833334
Bistot,Metropolis,Jita,940.23,3900,2959.77,75.89154,144,204,426206.9
Pyroxeres,Metropolis,Jita,39.9,43.6,3.699997,8.486232,17000,3011782,62899.95
Crokite,Metropolis,Jita,1161.01,2500,1338.99,53.5596,15658,449,2.096591E+07
Jaspet,Metropolis,Jita,205.16,300.11,94.94998,31.6384,2676,10657,254086.2
Omber,Metropolis,Jita,43.38,97.82,54.44,55.65324,508668,592525,2.769189E+07
Scordite,Metropolis,Jita,14.09,14.73,0.6399994,4.344871,702274,7317318,449454.9
Gneiss,Metropolis,Jita,450.3,1050.7,600.4,57.14286,62115,7530,3.729384E+07
Veldspar,Metropolis,Jita,10.18,13.01,2.83,21.7525,2503616,28221191,7085233
Hemorphite,Metropolis,Jita,4000,1298.95,2701.05,67.52625,4028,190213,1.087983E+07
Dark Ochre,Metropolis,Jita,388.01,800,411.99,51.49875,323,296,133072.8
Overdrive Injector System II,Metropolis,Jita,870706.4,629481,241225.4,27.70457,21,821,5065734
'Basic' Reinforced Bulkheads,Metropolis,Jita,1.9999E+07,251621,1.974738E+07,98.74184,1,9,1.974738E+07
'Basic' Nanofiber Internal Structure,Metropolis,Jita,1,56011,56010,99.99821,7,2,392070
Overdrive Injector System I,Metropolis,Jita,23071.45,19898.86,3172.59,13.75115,14,1168,44416.26
Overdrive Injector System I Blueprint,Metropolis,Jita,249980,249980,0,0,1,2,0
Capacitor Flux Coil I,Metropolis,Jita,250000,18944.87,231055.1,92.42205,1,34,231055.1
Capacitor Flux Coil II,Metropolis,Jita,1272702,699900,572801.9,45.00676,11,725,6300821
Shield Flux Coil I,Metropolis,Jita,50000,13252.45,36747.55,73.4951,1,6,36747.55
Shield Flux Coil II,Metropolis,Jita,1990922,633613.7,1357308,68.17486,1,17,1357308
Basic Explosive Plating,Metropolis,Jita,10001,3700000,3689999,99.72971,1,1,3689999
Explosive Plating I,Metropolis,Jita,10000,7999.99,2000.01,20.0001,1,1,2000.01
Explosive Plating I Blueprint,Metropolis,Jita,49740,52000,2260,4.346154,1,1,2260
Explosive Plating II,Metropolis,Jita,388881,167821.1,221059.8,56.84512,1,29,221059.8
Layered Plating I,Metropolis,Jita,10000,112.08,9887.92,98.8792,1,2,9887.92
Layered Plating II,Metropolis,Jita,239998.7,210998.3,29000.42,12.08357,1,9,29000.42
Basic Kinetic Plating,Metropolis,Jita,1.9989E+07,12.03,1.998899E+07,99.99994,1,1,1.998899E+07
Kinetic Plating I,Metropolis,Jita,10000,11698,1698,14.5153,1,1,1698
Kinetic Plating I Blueprint,Metropolis,Jita,45000,7499999,7454999,99.4,1,5,7454999
Kinetic Plating II,Metropolis,Jita,1200000,99662.61,1100337,91.69478,2,12,2200675
Basic Thermal Plating,Metropolis,Jita,96000,3250000,3154000,97.04615,1,1,3154000
Thermal Plating I,Metropolis,Jita,10000,7499.99,2500.01,25.0001,1,331,2500.01
Thermal Plating II,Metropolis,Jita,499999,43848.61,456150.4,91.23026,1,13,456150.4
Basic Adaptive Nano Plating,Metropolis,Jita,2.9E+07,4020000,2.498E+07,86.13793,1,2,2.498E+07
Adaptive Nano Plating I,Metropolis,Jita,15000,9893.28,5106.72,34.0448,2,24,10213.44
Adaptive Nano Plating I Blueprint,Metropolis,Jita,74680,108670,33990,31.27818,1,8,33990
Adaptive Nano Plating II,Metropolis,Jita,311024.6,242991.5,68033.16,21.87388,16,963,1088531
'Basic' Expanded Cargohold,Metropolis,Jita,1.099899E+07,44002.21,1.095499E+07,99.59995,3,1,3.286496E+07
Expanded Cargohold I,Metropolis,Jita,3526.76,999.01,2527.75,71.67343,52,1791,131443
Expanded Cargohold I Blueprint,Metropolis,Jita,16640,16640,0,0,1,8,0
Expanded Cargohold II,Metropolis,Jita,399957.3,350000,49957.38,12.49068,176,3392,8792498
Reinforced Bulkheads I,Metropolis,Jita,44439.96,29996.96,14443,32.50003,4,572,57772
Reinforced Bulkheads I Blueprint,Metropolis,Jita,125000,125000,0,0,2,6,0
Reinforced Bulkheads II,Metropolis,Jita,540302.8,368980.7,171322,31.70852,12,572,2055864
Basic Reactor Control Unit,Metropolis,Jita,1410000,2292522,882521.5,38.49567,4,99,3530086
Reactor Control Unit I,Metropolis,Jita,25999,8059.28,17939.72,69.00158,2,30,35879.44
Reactor Control Unit II,Metropolis,Jita,899998.3,645775.9,254222.4,28.24699,5,394,1271112
'Basic' Inertial Stabilizers,Metropolis,Jita,6500000,2999999,3500002,53.84618,1,2,3500002
Inertial Stabilizers I,Metropolis,Jita,49405.51,12886.9,36518.61,73.91606,42,1296,1533782
Inertial Stabilizers I Blueprint,Metropolis,Jita,54380,59230.17,4850.172,8.188684,2,6,9700.344
Inertial Stabilizers II,Metropolis,Jita,496998,516997.2,19999.19,3.868336,144,4586,2879883
'Basic' Shield Power Relay,Metropolis,Jita,1.9E+07,6496969,1.250303E+07,65.80543,1,3,1.250303E+07
Shield Power Relay II,Metropolis,Jita,1100515,654296.1,446219.3,40.54639,17,971,7585729
Auto Targeting System II,Metropolis,Jita,2000000,980998.9,1019001,50.95005,1,111,1019001
Capacitor Power Relay I,Metropolis,Jita,15000,23061.59,8061.59,34.95678,1,662,8061.59
Capacitor Power Relay I Blueprint,Metropolis,Jita,2E+07,97440,1.990256E+07,99.5128,1,10,1.990256E+07
Capacitor Power Relay II,Metropolis,Jita,965791.8,649996.9,315794.8,32.69802,15,1158,4736922
'Basic' Power Diagnostic System,Metropolis,Jita,1E+07,2430676,7569325,75.69324,1,3,7569325
Power Diagnostic System I,Metropolis,Jita,19000,4604.45,14395.55,75.76605,2,978,28791.1
Power Diagnostic System I Blueprint,Metropolis,Jita,300000,99200,200800,66.93333,1,8,200800
Power Diagnostic System II,Metropolis,Jita,918203.5,932998.9,14795.44,1.585794,11,861,162749.8
Small Proton Smartbomb I,Metropolis,Jita,74000,11706.33,62293.67,84.18064,1,12,62293.67
Small Proton Smartbomb I Blueprint,Metropolis,Jita,500000,5000000,4500000,90,1,1,4500000
Small Proton Smartbomb II,Metropolis,Jita,3500000,300001.7,3199998,91.42852,1,7,3199998
Small Graviton Smartbomb I,Metropolis,Jita,90000,39999.98,50000.02,55.55558,1,2,50000.02
Small Graviton Smartbomb I Blueprint,Metropolis,Jita,550000,3.8E+07,3.745E+07,98.55264,1,1,3.745E+07
Small Graviton Smartbomb II,Metropolis,Jita,749999,100000.2,649998.8,86.66663,13,10,8449985
Small Plasma Smartbomb I,Metropolis,Jita,22904.15,249995,227090.8,90.83816,2,1,454181.7
Small Plasma Smartbomb II,Metropolis,Jita,929998.9,738399.6,191599.3,20.6021,20,23,3831986
Small EMP Smartbomb I,Metropolis,Jita,110000,67466.33,42533.66,38.66697,5,3,212668.3
Small EMP Smartbomb I Blueprint,Metropolis,Jita,650000,5000000,4350000,87,1,1,4350000
Small EMP Smartbomb II,Metropolis,Jita,1390000,241235,1148765,82.64497,1,11,1148765
Basic EM Ward Amplifier,Metropolis,Jita,2670000,9.7E+07,9.433E+07,97.24742,1,2,9.433E+07
Basic Thermal Dissipation Amplifier,Metropolis,Jita,450000,2500000,2050000,82,1,1,2050000
Basic Kinetic Deflection Amplifier,Metropolis,Jita,2.2E+07,3822357,1.817764E+07,82.62566,1,2,1.817764E+07
Basic Explosive Deflection Amplifier,Metropolis,Jita,2E+07,3005003,1.6995E+07,84.97499,1,2,1.6995E+07
EM Ward Amplifier I,Metropolis,Jita,28999.2,25000,3999.199,13.79072,5,1652,19996
EM Ward Amplifier I Blueprint,Metropolis,Jita,187420,639355,451935,70.68608,1,4,451935
Scourge Auto-Targeting Light Missile I,Metropolis,Jita,13,18.43,5.43,29.46283,22745,631736,123505.4
Scourge Auto-Targeting Light Missile I Blueprint,Metropolis,Jita,150000,150000,0,0,1,9,0
Nova Auto-Targeting Light Missile I,Metropolis,Jita,13,9.94,3.06,23.53847,20753,152599,63504.19
Nova Auto-Targeting Light Missile I Blueprint,Metropolis,Jita,140000,140000,0,0,2,1,0
Inferno Auto-Targeting Light Missile I,Metropolis,Jita,2.31,16.61,14.3,86.09272,300,73715,4290
Inferno Auto-Targeting Light Missile I Blueprint,Metropolis,Jita,160000,160000,0,0,1,2,0
Scourge Auto-Targeting Heavy Missile I,Metropolis,Jita,1.01,66.98,65.97,98.49208,252,3558655,16624.44
Scourge Auto-Targeting Heavy Missile I Blueprint,Metropolis,Jita,750000,750000,0,0,1,4,0
Mjolnir Auto-Targeting Heavy Missile I,Metropolis,Jita,1,59.83,58.83,98.3286,427,312083,25120.41
Mjolnir Auto-Targeting Heavy Missile I Blueprint,Metropolis,Jita,900000,900000,0,0,1,3,0
Nova Auto-Targeting Heavy Missile I,Metropolis,Jita,40,17.98,22.02,55.05,5049,214001,111179
Nova Auto-Targeting Heavy Missile I Blueprint,Metropolis,Jita,700000,700000,0,0,1,1,0
Inferno Auto-Targeting Heavy Missile I,Metropolis,Jita,11.01,45.69,34.68,75.90282,104,1168056,3606.72
Inferno Auto-Targeting Heavy Missile I Blueprint,Metropolis,Jita,800000,800000,0,0,1,18,0
