ItemName,Region,BaseRegion,AveragePrice,BaseAveragePrice,Difference,ProfitMargin,Volume,BaseVolume,AverageVolumeProfitMarginPotential,PotentialDailyProfit
Eutectic Compact Cap Recharger,Metropolis,Jita,35657.28,3121.23,32536.05,91.24658,16,1828,84129.35,5.94759E+07
Small Infectious Scoped Energy Neutralizer,Metropolis,Jita,169250,8002.12,161247.9,95.27201,8,794,38204.08,1.280308E+08
Small Gremlin Compact Energy Neutralizer,Metropolis,Jita,333333.3,8106.21,325227.1,97.56814,3,874,42734.84,2.842485E+08
Small I-a Polarized Armor Regenerator,Metropolis,Jita,449.17,700,250.83,35.83286,12,373,6879.908,93559.59
Small Inefficient Armor Repair Unit,Metropolis,Jita,16800.01,451.01,16349,97.31542,8,237,11872.48,3874713
Small 'Accommodation' Vestment Reconstructer I,Metropolis,Jita,103760.8,38000.28,65760.47,63.37702,4,220,7098.226,1.44673E+07
Small Automated Carapace Restoration,Metropolis,Jita,66033.35,4209.33,61824.02,93.62545,3,207,9830.672,1.279757E+07
Medium I-a Polarized Armor Regenerator,Metropolis,Jita,9999.99,1001.12,8998.87,89.98879,2,358,16197.98,3221596
Medium Inefficient Armor Repair Unit,Metropolis,Jita,35200.06,12110.04,23090.02,65.59653,2,264,8724.339,6095765
Medium 'Accommodation' Vestment Reconstructer I,Metropolis,Jita,408396.8,300012.4,108384.4,26.539,5,335,4511.629,3.630878E+07
Medium Automated Carapace Restoration,Metropolis,Jita,100.05,6112.01,6011.96,98.36306,1,209,10328.12,1256500
Large I-a Polarized Armor Regenerator,Metropolis,Jita,14999.99,18983,3983.01,20.98198,2,673,7070.928,2680566
Large Inefficient Armor Repair Unit,Metropolis,Jita,500,15505,15005,96.77523,1,951,46065.01,1.426976E+07
Large 'Accommodation' Vestment Reconstructer I,Metropolis,Jita,10003.56,17639.17,7635.61,43.28781,6,1656,35972.17,1.264457E+07
Large Automated Carapace Restoration,Metropolis,Jita,500.02,20058.12,19558.1,97.50715,2,1321,64452.23,2.583625E+07
Small Compact Pb-Acid Cap Battery ,Metropolis,Jita,46072.73,11481.1,34591.63,75.08049,22,1805,68548.48,6.24379E+07
Medium F-RX Prototype Capacitor Boost,Metropolis,Jita,125000,1026.85,123973.1,99.17852,2,253,12595.67,3.136521E+07
Medium Brief Capacitor Overcharge I,Metropolis,Jita,101.01,1055.06,954.05,90.42614,3,458,20798.01,436954.9
Medium Electrochemical Capacitor Booster I,Metropolis,Jita,223630.4,108105.2,115525.2,51.65899,8,570,14929.45,6.584938E+07
Medium Tapered Capacitor Infusion I,Metropolis,Jita,4928.26,1008.08,3920.18,79.54491,35,421,18136.24,1650396
Large Compact Pb-Acid Cap Battery,Metropolis,Jita,57333.34,48897.95,8435.391,14.71289,18,3167,23422.92,2.671488E+07
Small F-RX Prototype Capacitor Boost,Metropolis,Jita,101,4500.23,4399.23,97.75567,1,184,8993.521,809458.3
Small Brief Capacitor Overcharge I,Metropolis,Jita,2222.83,2020.06,202.77,9.122155,4,471,2161.951,95504.68
Small Electrochemical Capacitor Booster I,Metropolis,Jita,313431.1,770001.1,456570,59.29472,8,383,11562.47,1.748663E+08
Small Tapered Capacitor Infusion I,Metropolis,Jita,14305.21,2006.39,12298.82,85.97441,8,350,15389.42,4304587
Heavy F-RX Prototype Capacitor Boost,Metropolis,Jita,0.34,37539.01,37538.67,99.99909,3,472,23699.79,1.771825E+07
Heavy Brief Capacitor Overcharge I,Metropolis,Jita,0.01,39033,39032.99,99.99997,2,706,35399.99,2.755729E+07
Heavy Electrochemical Capacitor Booster I,Metropolis,Jita,346723.7,42101.86,304621.9,87.85724,3,1089,47970.05,3.317332E+08
Heavy Tapered Capacitor Infusion I,Metropolis,Jita,16000.03,33062.08,17062.05,51.60609,2,1073,27712.47,1.830758E+07
Small Partial E95a Remote Capacitor Transmitter,Metropolis,Jita,0.01,1558.04,1558.03,99.99936,2,204,10299.93,317838.1
Small Murky Remote Capacitor Transmitter,Metropolis,Jita,4.29,1318.06,1313.77,99.67452,7,734,36879.57,964307.2
Small 'Regard' Remote Capacitor Transmitter,Metropolis,Jita,1,1002.06,1001.06,99.90021,1,194,9690.32,194205.6
Small Asymmetric Remote Capacitor Transmitter,Metropolis,Jita,751.01,1801.15,1050.14,58.30386,10,875,25770.31,918872.5
Small Knave Scoped Energy Nosferatu,Metropolis,Jita,1003.61,1102.14,98.53003,8.939883,7,925,4165.985,91140.27
Small Ghoul Compact Energy Nosferatu,Metropolis,Jita,11798,1855.16,9942.84,84.27564,5,958,40536.59,9525241
Gatling Modal Laser I,Metropolis,Jita,41002,18999,22003,53.66323,5,134,3702.763,2948402
Gatling Afocal Maser I,Metropolis,Jita,2999.99,1750.04,1249.95,41.66514,3,20,458.3165,24999
Gatling Modulated Energy Beam I,Metropolis,Jita,650000,24086.83,625913.2,96.29433,4,12,770.3547,7510958
Gatling Anode Particle Stream I,Metropolis,Jita,30000,401.03,29598.97,98.66324,1,10,493.3162,295989.7
Dual Modal Pulse Laser I,Metropolis,Jita,11758.72,1207.38,10551.34,89.73205,1,31,1435.713,327091.5
Dual Afocal Pulse Maser I,Metropolis,Jita,14999,979.72,14019.28,93.4681,3,47,2336.703,658906.2
Dual Modulated Pulse Energy Beam I,Metropolis,Jita,50007.06,174793.3,124786.2,71.39075,1,27,999.4705,3369228
Dual Anode Pulse Particle Stream I,Metropolis,Jita,24000,3076.78,20923.22,87.18008,4,23,1133.341,481234.1
EP-S Gaussian Scoped Mining Laser,Metropolis,Jita,12146.49,3500.02,8646.471,71.18493,32,1053,38582.23,9104734
Particle Bore Compact Mining Laser,Metropolis,Jita,8999.99,301.14,8698.851,96.654,13,1000,48906.92,8698851
F-23 Compact Remote Sensor Booster,Metropolis,Jita,300,3203.04,2903.04,90.6339,1,385,17492.34,1117670
Coadjunct Scoped Remote Sensor Booster,Metropolis,Jita,5.28,1200.37,1195.09,99.56013,2,335,16726.1,400355.1
Linked Enduring Sensor Booster,Metropolis,Jita,0.13,2334.38,2334.25,99.99444,3,372,18698.96,868341
LFT Enduring Sensor Dampener,Metropolis,Jita,332.01,7851.21,7519.2,95.77122,2,374,18004.99,2812181
Kapteyn Compact Sensor Dampener,Metropolis,Jita,1017,5277.18,4260.18,80.72835,6,495,20182.09,2108789
Phased Muon Scoped Sensor Dampener,Metropolis,Jita,402471.5,9700,392771.5,97.58989,5,580,28496.25,2.278075E+08
Baker Nunn Enduring Tracking Disruptor I,Metropolis,Jita,2000,4501.05,2501.05,55.56592,3,264,7390.268,660277.1
Balmer Series Compact Tracking Disruptor I,Metropolis,Jita,25599.49,6103,19496.49,76.15968,6,450,17364.41,8773421
C-IR Compact Guidance Disruptor,Metropolis,Jita,3000,4211.08,1211.08,28.75937,1,448,6442.099,542563.9
DDO Scoped Tracking Disruptor I,Metropolis,Jita,2399.99,6250.25,3850.26,61.6017,5,384,11950.73,1478500
F-293 Scoped Remote Tracking Computer,Metropolis,Jita,100,5204.09,5104.09,98.07844,3,327,16182.94,1669037
P-S Compact Remote Tracking Computer,Metropolis,Jita,30000,4536.1,25463.9,84.87967,1,163,6960.133,4150616
Alfven Enduring Remote Tracking Computer,Metropolis,Jita,9963.99,835.21,9128.78,91.61771,5,119,5680.298,1086325
Deluge Enduring Burst Jammer,Metropolis,Jita,0.01,2059.18,2059.17,99.99951,1,173,8699.957,356236.4
Rash Compact Burst Jammer,Metropolis,Jita,0.01,1648.11,1648.1,99.99939,1,251,12599.92,413673.1
Cetus Scoped Burst Jammer,Metropolis,Jita,200.01,4007.1,3807.09,95.00861,3,110,5320.482,418779.9
J5 Enduring Warp Disruptor,Metropolis,Jita,6737.28,5361.05,1376.23,20.42709,11,1320,13584.01,1816624
Faint Scoped Warp Disruptor,Metropolis,Jita,13636.36,18201.13,4564.771,25.0796,11,400,5141.317,1825908
Initiated Compact Warp Disruptor,Metropolis,Jita,15453.4,10006.13,5447.271,35.24966,12,1022,18224.07,5567111
J5b Enduring Warp Scrambler,Metropolis,Jita,7188.69,6041.06,1147.63,15.96438,14,1459,11749.78,1674392
Faint Epsilon Scoped Warp Scrambler,Metropolis,Jita,243333.7,213990.8,29342.86,12.05869,12,942,5751.997,2.764097E+07
Initiated Compact Warp Scrambler,Metropolis,Jita,36530.29,75745.92,39215.63,51.7726,10,2173,56483.91,8.521557E+07
Type-D Restrained Expanded Cargo,Metropolis,Jita,104504.5,25387.17,79117.38,75.70712,11,223,8857.732,1.764317E+07
Type-D Restrained Inertial Stabilizers,Metropolis,Jita,198125.3,53987.94,144137.3,72.7506,24,551,20879.42,7.941966E+07
Type-D Restrained Nanofiber Structure,Metropolis,Jita,50466.44,5018.92,45447.52,90.05494,15,282,13328.13,1.28162E+07
Type-D Restrained Overdrive Injector,Metropolis,Jita,15366.35,6906.03,8460.32,55.05745,6,359,10020.46,3037255
Type-D Restrained Reinforced Bulkheads,Metropolis,Jita,229.18,455.01,225.83,49.63188,2,288,7196.622,65039.05
Mark I Compact Reinforced Bulkheads,Metropolis,Jita,0.01,1607.04,1607.03,99.99937,1,299,14999.91,480502
Medium Inefficient Hull Repair Unit,Metropolis,Jita,50000,44021.43,5978.57,11.95714,1,174,1040.271,1040271
Small Inefficient Hull Repair Unit,Metropolis,Jita,0.01,560.03,560.02,99.99821,1,146,7299.87,81762.92
Large Inefficient Hull Repair Unit,Metropolis,Jita,50000.01,91519.3,41519.29,45.3667,7,486,11160.21,2.017837E+07
Medium 'Hope' Hull Reconstructor I,Metropolis,Jita,40000,36271.22,3728.781,9.321953,2,100,475.4196,372878.1
Medium Automated Structural Restoration,Metropolis,Jita,55000,74018.2,19018.2,25.69395,11,378,4984.627,7188881
Small 'Hope' Hull Reconstructor I,Metropolis,Jita,3500.01,301.21,3198.8,91.39403,2,131,6032.006,419042.8
Small Automated Structural Restoration,Metropolis,Jita,1000,328.05,671.95,67.195,33,332,12229.49,223087.4
Small I-b Polarized Structural Regenerator,Metropolis,Jita,350,1209.61,859.61,71.06506,6,222,8101.417,190833.4
Large 'Hope' Hull Reconstructor I,Metropolis,Jita,70000,88227.65,18227.65,20.65979,2,490,5082.309,8931548
Large Automated Structural Restoration,Metropolis,Jita,40000,86009.97,46009.97,53.49376,2,792,21237.02,3.64399E+07
Large I-b Polarized Structural Regenerator,Metropolis,Jita,54500,85026.97,30526.97,35.90269,10,708,12889.07,2.161309E+07
IFFA Compact Damage Control,Metropolis,Jita,2680701,2803979,123277.5,4.396521,31,1465,3288.598,1.806015E+08
Extruded Compact Heat Sink,Metropolis,Jita,24330.05,35000.27,10670.22,30.4861,3,724,11066.46,7725239
Indirect Target Acquisition I,Metropolis,Jita,10.77,107.13,96.36,89.9468,3,98,4497.34,9443.28
Passive Targeting Array I,Metropolis,Jita,41.29,50.04,8.75,17.48601,2,171,1503.797,1496.25
Suppressed Targeting System I,Metropolis,Jita,9.51,200,190.49,95.245,6,518,24954.19,98673.82
41F Veiled Targeting Unit,Metropolis,Jita,600.03,200.02,400.01,66.665,5,112,3866.57,44801.12
Counterbalanced Compact Gyrostabilizer,Metropolis,Jita,110817,77999.93,32817.1,29.61377,25,446,6959.236,1.463643E+07
500MN Cold-Gas Enduring Microwarpdrive,Metropolis,Jita,263750,338001.1,74251.06,21.9677,16,1904,21088.99,1.41374E+08
100MN Monopropellant Enduring Afterburner,Metropolis,Jita,69047.62,84122.62,15075,17.92027,21,957,8763.012,1.442678E+07
5MN Cold-Gas Enduring Microwarpdrive,Metropolis,Jita,54726.34,104000,49273.66,47.37852,30,2101,50458.13,1.03524E+08
5MN Y-T8 Compact Microwarpdrive,Metropolis,Jita,401000,619999.9,218999.9,35.32257,121,3929,71528.2,8.604505E+08
50MN Cold-Gas Enduring Microwarpdrive,Metropolis,Jita,32591.94,15005.11,17586.83,53.96067,23,1433,39283.37,2.520192E+07
1MN Y-S8 Compact Afterburner,Metropolis,Jita,25988.17,15131.27,10856.9,41.77632,33,1654,35217.44,1.795731E+07
1MN Monopropellant Enduring Afterburner,Metropolis,Jita,34117.64,2003.42,32114.22,94.12791,25,1180,56665,3.789478E+07
10MN Monopropellant Enduring Afterburner,Metropolis,Jita,10250.36,4202.05,6048.311,59.00583,26,1352,40655.02,8177316
Medium Compact Pb-Acid Cap Battery,Metropolis,Jita,33444.54,2001.33,31443.21,94.01598,20,544,26512.51,1.710511E+07
Type-E Enduring Cargo Scanner,Metropolis,Jita,1543.25,721,822.25,53.28041,2,750,20033.44,616687.5
PL-0 Scoped Cargo Scanner,Metropolis,Jita,49999,8184.62,41814.38,83.63043,10,100,4599.674,4181438
Alumel-Wired Enduring Sensor Booster,Metropolis,Jita,98344.31,5994.98,92349.34,93.90409,9,2052,96721.21,1.895008E+08
F-90 Compact Sensor Booster,Metropolis,Jita,42155.22,10107.2,32048.02,76.02385,20,2843,108790.1,9.111252E+07
Optical Compact Tracking Computer,Metropolis,Jita,30599.21,1116,29483.21,96.35284,4,617,29869.38,1.819114E+07
F-12 Enduring Tracking Computer,Metropolis,Jita,59863.87,730.44,59133.43,98.77983,4,652,32399.79,3.8555E+07
F-89 Compact Signal Amplifier,Metropolis,Jita,18137.51,1801.05,16336.46,90.07003,20,1229,56203.7,2.007751E+07
Fourier Compact Tracking Enhancer,Metropolis,Jita,93942.46,5035.16,88907.3,94.64016,6,262,12681.78,2.329371E+07
Small C5-L Emergency Shield Overload I,Metropolis,Jita,136600.3,11126.02,125474.3,91.85506,5,472,21861.5,5.922388E+07
Small Neutron Saturation Injector I,Metropolis,Jita,1351.33,1723.08,371.75,21.57474,3,223,2437.946,82900.25
Small Clarity Ward Booster I,Metropolis,Jita,43000,5003.02,37996.98,88.36507,1,119,5301.904,4521641
Small Converse Deflection Catalyzer,Metropolis,Jita,5000,2109.05,2890.95,57.819,1,355,10291.78,1026287
M51 Benefactor Compact Shield Recharger,Metropolis,Jita,2194.34,973.05,1221.29,55.65637,11,1236,34673.92,1509515
Ta3 Compact Ship Scanner,Metropolis,Jita,125.53,803.05,677.52,84.36835,3,554,23454.4,375346.1
ML-3 Scoped Survey Scanner,Metropolis,Jita,15498.01,2505.09,12992.92,83.83605,11,1050,44433.11,1.364257E+07
Dual Modal Light Laser I,Metropolis,Jita,252.08,15471.6,15219.52,98.37069,1,70,3442.974,1065366
Dual Afocal Light Maser I,Metropolis,Jita,833.34,4805.43,3972.09,82.65836,6,128,5538.11,508427.5
Dual Modulated Light Energy Beam I,Metropolis,Jita,45000,100623.7,55623.73,55.27894,1,113,3150.899,6285481
Dual Anode Light Particle Stream I,Metropolis,Jita,0.01,66919.82,66919.81,99.99998,3,98,4999.999,6558142
Small Focused Modal Pulse Laser I,Metropolis,Jita,2.27,2001.01,1998.74,99.88656,1,114,5693.534,227856.4
Small Focused Afocal Pulse Maser I,Metropolis,Jita,420,1111,691,62.19622,1,141,4415.932,97431
Small Focused Modulated Pulse Energy Beam I,Metropolis,Jita,90000.92,739995,649994.1,87.83763,2,153,6763.498,9.944909E+07
Small Focused Anode Pulse Particle Stream I,Metropolis,Jita,799.15,2007.51,1208.36,60.19198,1,117,3551.327,141378.1
Small Focused Modal Laser I,Metropolis,Jita,49200,10501,38699,78.6565,1,121,4798.046,4682579
Small Focused Afocal Maser I,Metropolis,Jita,0.01,5000,4999.99,99.9998,4,205,10399.98,1024998
Small Focused Modulated Energy Beam I,Metropolis,Jita,523334,890074.9,366740.9,41.20338,3,265,5521.252,9.718635E+07
Small Focused Anode Particle Stream I,Metropolis,Jita,0.01,71100.13,71100.13,99.99999,1,124,6200,8816416
Quad Modal Light Laser I,Metropolis,Jita,1,6005.28,6004.28,99.98335,1,4,199.9667,24017.12
Quad Afocal Light Maser I,Metropolis,Jita,22488,1000.01,21487.99,95.55314,1,3,191.1063,64463.97
Quad Modulated Light Energy Beam I,Metropolis,Jita,275000,1280392,1005392,78.5222,1,22,863.7442,2.211862E+07
Quad Anode Light Particle Stream I,Metropolis,Jita,1,1500.13,1499.13,99.93334,1,6,299.8,8994.78
Focused Modal Pulse Laser I,Metropolis,Jita,120000,54866.69,65133.3,54.27776,4,15,488.4998,976999.5
Focused Afocal Pulse Maser I,Metropolis,Jita,190000,3801.22,186198.8,97.99936,5,6,489.9968,1117193
Focused Modulated Pulse Energy Beam I,Metropolis,Jita,6832667,4781863,2050804,30.01469,3,38,600.2939,7.793055E+07
Focused Anode Pulse Particle Stream I,Metropolis,Jita,26000,900029.9,874029.9,97.11121,1,17,874.0009,1.485851E+07
Focused Modal Medium Laser I,Metropolis,Jita,3000,39675.67,36675.67,92.43869,2,30,1479.019,1100270
Focused Afocal Medium Maser I,Metropolis,Jita,3000,30001.42,27001.42,90.00047,1,18,810.0043,486025.6
Focused Modulated Medium Energy Beam I,Metropolis,Jita,250000.2,2525091,2275091,90.09936,1,69,3153.478,1.569813E+08
Focused Anode Medium Particle Stream I,Metropolis,Jita,700000,314701.8,385298.2,55.04259,5,90,2587.002,3.467684E+07
Heavy Modal Pulse Laser I,Metropolis,Jita,1500.01,32711.93,31211.92,95.41449,2,90,4389.066,2809073
Heavy Afocal Pulse Maser I,Metropolis,Jita,44999.01,25256.07,19742.94,43.87417,2,164,3641.556,3237843
Heavy Modulated Pulse Energy Beam I,Metropolis,Jita,989998.9,80002.51,909996.4,91.91893,4,143,6710.082,1.301295E+08
Heavy Anode Pulse Particle Stream I,Metropolis,Jita,15000,25028.07,10028.07,40.0673,2,124,2524.24,1243481
Heavy Modal Laser I,Metropolis,Jita,10000.02,45260.15,35260.13,77.90546,1,262,10205.62,9238154
Heavy Afocal Maser I,Metropolis,Jita,5000,38108.35,33108.35,86.87952,2,313,13640.08,1.036291E+07
Heavy Modulated Energy Beam I,Metropolis,Jita,500000,50003.99,449996,89.9992,5,189,8729.922,8.504925E+07
Heavy Anode Particle Stream I,Metropolis,Jita,100,42007.29,41907.29,99.76195,1,172,8579.527,7208054
Dual Heavy Modal Pulse Laser I,Metropolis,Jita,60000.6,40429.58,19571.02,32.61805,1,432,7045.498,8454682
Dual Heavy Afocal Pulse Maser I,Metropolis,Jita,11012.82,53104.27,42091.45,79.26189,1,472,18705.81,1.986716E+07
Dual Heavy Modulated Pulse Energy Beam I,Metropolis,Jita,22000,43013,21013,48.85267,1,219,5373.794,4601847
Dual Heavy Anode Pulse Particle Stream I,Metropolis,Jita,13018.68,63036.05,50017.37,79.34724,2,276,11029.27,1.380479E+07
Dual Modal Heavy Laser I,Metropolis,Jita,100000,153513.6,53513.63,34.8592,2,168,2963.032,8990289
Dual Afocal Heavy Maser I,Metropolis,Jita,140000,122255.4,17744.66,12.67476,2,149,950.6068,2643955
Dual Modulated Heavy Energy Beam I,Metropolis,Jita,141004.3,116016,24988.28,17.72164,1,106,939.247,2648758
Dual Anode Heavy Particle Stream I,Metropolis,Jita,100000,144094.7,44094.7,30.6012,2,124,1927.875,5467743
Mega Modal Pulse Laser I,Metropolis,Jita,100,577619.8,577519.8,99.98269,1,42,2099.636,2.425583E+07
Mega Afocal Pulse Maser I,Metropolis,Jita,120000,205020.8,85020.81,41.46936,3,599,12482.28,5.092747E+07
Mega Modulated Pulse Energy Beam I,Metropolis,Jita,1130007,200034.9,929972.1,82.2979,16,451,19175.41,4.194174E+08
Mega Anode Pulse Particle Stream I,Metropolis,Jita,80000,1150003,1070003,93.0435,1,16,744.348,1.712004E+07
Mega Modal Laser I,Metropolis,Jita,188770,251897.2,63127.28,25.06073,13,151,2054.98,9532219
Mega Afocal Maser I,Metropolis,Jita,150000,255043.2,105043.2,41.18642,2,602,12438.3,6.323598E+07
Mega Modulated Energy Beam I,Metropolis,Jita,210092,276016.7,65924.72,23.88432,3,116,1409.175,7647268
Mega Anode Particle Stream I,Metropolis,Jita,155000,250171.2,95171.14,38.04241,5,516,9891.027,4.910831E+07
Tachyon Modal Laser I,Metropolis,Jita,300001.1,279090.7,20910.34,6.97009,1,657,2293.16,1.37381E+07
Tachyon Afocal Maser I,Metropolis,Jita,210000,310018.9,100018.9,32.26218,2,1032,16679.55,1.032195E+08
Tachyon Modulated Energy Beam I,Metropolis,Jita,3259999,321106.7,2938893,90.1501,7,518,23619.33,1.522346E+09
Tachyon Anode Particle Stream I,Metropolis,Jita,170000,306122.3,136122.3,44.46664,3,507,11338.99,6.901402E+07
75mm Prototype Gauss Gun,Metropolis,Jita,683342.1,341533.4,341808.7,50.02014,3,65,1700.685,2.221756E+07
75mm 'Scout' Accelerator Cannon,Metropolis,Jita,4838.03,9206.72,4368.69,47.4511,2,72,1755.691,314545.7
75mm Carbide Railgun I,Metropolis,Jita,24250.1,2863.47,21386.63,88.19193,2,92,4145.021,1967570
75mm Compressed Coil Gun I,Metropolis,Jita,500.01,41083.49,40583.48,98.78294,4,78,4050.1,3165511
150mm Prototype Gauss Gun,Metropolis,Jita,876335.3,680005.1,196330.2,22.40355,9,610,6922.695,1.197614E+08
150mm 'Scout' Accelerator Cannon,Metropolis,Jita,11568.69,8857,2711.69,23.43991,7,454,5391.179,1231108
150mm Carbide Railgun I,Metropolis,Jita,13005.52,4902.22,8103.299,62.30662,2,246,7726.021,1993412
150mm Compressed Coil Gun I,Metropolis,Jita,55033.99,21000.41,34033.58,61.84102,3,311,9709.04,1.058444E+07
Dual 150mm Prototype Gauss Gun,Metropolis,Jita,281249.7,316660.2,35410.5,11.18249,4,94,547.9421,3328587
Dual 150mm 'Scout' Accelerator Cannon,Metropolis,Jita,500.08,26049.67,25549.59,98.08028,1,46,2255.846,1175281
Dual 150mm Carbide Railgun I,Metropolis,Jita,1000.01,6297.1,5297.09,84.11951,2,56,2439.466,296637
Dual 150mm Compressed Coil Gun I,Metropolis,Jita,1000,28480.48,27480.48,96.48882,1,46,2219.243,1264102
250mm Prototype Gauss Gun,Metropolis,Jita,559334.6,854999.7,295665.1,34.58073,12,537,9475.12,1.587722E+08
250mm 'Scout' Accelerator Cannon,Metropolis,Jita,33075.09,59070.65,25995.56,44.00757,11,261,5985.03,6784841
250mm Carbide Railgun I,Metropolis,Jita,39999.99,51013.67,11013.68,21.58967,13,270,3044.144,2973695
250mm Compressed Coil Gun I,Metropolis,Jita,56000.91,62000.42,5999.512,9.676566,3,182,890.2441,1091911
Dual 250mm Prototype Gauss Gun,Metropolis,Jita,11000,80594.61,69594.61,86.35145,1,46,1986.083,3201352
Dual 250mm 'Scout' Accelerator Cannon,Metropolis,Jita,6000,46973.56,40973.56,87.22686,1,25,1133.949,1024339
Dual 250mm Carbide Railgun I,Metropolis,Jita,29000,35300.68,6300.68,17.84861,1,38,339.1236,239425.8
Dual 250mm Compressed Coil Gun I,Metropolis,Jita,7000.03,24025.02,17024.99,70.86359,1,25,921.2266,425624.8
425mm Prototype Gauss Gun,Metropolis,Jita,265101,300102.8,35001.75,11.66326,1,250,1457.907,8750438
425mm 'Scout' Accelerator Cannon,Metropolis,Jita,40426,316038.8,275612.8,87.20853,3,199,8808.062,5.484695E+07
425mm Carbide Railgun I,Metropolis,Jita,24724.8,271146.5,246421.7,90.88139,1,219,9996.952,5.396635E+07
425mm Compressed Coil Gun I,Metropolis,Jita,357826.5,313131.1,44695.41,12.4908,9,95,649.5217,4246064
Modal Light Electron Particle Accelerator I,Metropolis,Jita,40700.89,170000,129299.1,76.0583,1,106,4031.09,1.370571E+07
Limited Light Electron Blaster I,Metropolis,Jita,84000,2884.61,81115.39,96.56594,1,36,1738.187,2920154
Regulated Light Electron Phase Cannon I,Metropolis,Jita,499.99,359.53,140.46,28.09256,8,35,589.9437,4916.1
Anode Light Electron Particle Cannon I,Metropolis,Jita,30000,25366.73,4633.27,15.44423,1,63,494.2154,291896
Modal Light Ion Particle Accelerator I,Metropolis,Jita,336765.6,171313.3,165452.3,49.1298,12,186,4863.851,3.077412E+07
Limited Light Ion Blaster I,Metropolis,Jita,45267.8,14509.09,30758.71,67.94832,1,71,2446.139,2183869
Regulated Light Ion Phase Cannon I,Metropolis,Jita,300,10748.5,10448.5,97.20892,6,567,27801.75,5924300
Anode Light Ion Particle Cannon I,Metropolis,Jita,500,196713.8,196213.8,99.74583,1,1085,54161.98,2.128919E+08
Modal Light Neutron Particle Accelerator I,Metropolis,Jita,500000.1,830006.7,330006.6,39.75951,2,184,3697.635,6.072121E+07
Limited Light Neutron Blaster I,Metropolis,Jita,197955.7,31114,166841.7,84.28234,9,147,6574.022,2.452572E+07
Regulated Light Neutron Phase Cannon I,Metropolis,Jita,400,9000.3,8600.3,95.5557,1,136,6497.788,1169641
Anode Light Neutron Particle Cannon I,Metropolis,Jita,266251.8,130012,136239.8,51.16953,4,155,4042.393,2.111717E+07
Modal Electron Particle Accelerator I,Metropolis,Jita,70000.28,1202918,1132917,94.18079,1,45,2166.158,5.098128E+07
Limited Electron Blaster I,Metropolis,Jita,25888,36707.14,10819.14,29.47421,4,30,501.0616,324574.2
Regulated Electron Phase Cannon I,Metropolis,Jita,290000,12402.91,277597.1,95.72314,5,21,1244.401,5829539
Anode Electron Particle Cannon I,Metropolis,Jita,1610000,129150.8,1480850,91.97822,5,24,1287.695,3.554039E+07
Modal Ion Particle Accelerator I,Metropolis,Jita,100005.1,462997.9,362992.8,78.40052,1,115,4547.23,4.174417E+07
Limited Ion Blaster I,Metropolis,Jita,129999,23962.57,106036.4,81.56711,5,21,1060.372,2226765
Regulated Ion Phase Cannon I,Metropolis,Jita,140000,210614,70614.05,33.5277,5,104,1810.496,7343861
Anode Ion Particle Cannon I,Metropolis,Jita,16700,39682.25,22982.25,57.91569,1,65,1911.218,1493846
Modal Neutron Particle Accelerator I,Metropolis,Jita,628997,1243000,614003,49.39686,5,153,3902.352,9.394246E+07
Limited Neutron Blaster I,Metropolis,Jita,500.06,24184.37,23684.31,97.9323,1,37,1860.714,876319.4
Regulated Neutron Phase Cannon I,Metropolis,Jita,5000.01,36957.01,31957,86.47074,1,55,2421.181,1757635
Anode Neutron Particle Cannon I,Metropolis,Jita,4001.02,200229.8,196228.8,98.00179,1,43,2156.039,8437836
Modal Mega Electron Particle Accelerator I,Metropolis,Jita,30000.9,137243.3,107242.4,78.14035,2,44,1797.228,4718664
Limited Electron Blaster Cannon I,Metropolis,Jita,13200.57,172395,159194.4,92.34283,1,84,3878.399,1.337233E+07
Regulated Mega Electron Phase Cannon I,Metropolis,Jita,49001.09,120961.8,71960.75,59.49046,2,58,1784.714,4173724
Anode Mega Electron Particle Cannon I,Metropolis,Jita,30003,140064.8,110061.8,78.57921,2,52,2121.639,5723216
Modal Mega Neutron Particle Accelerator I,Metropolis,Jita,1061665,936000,125664.8,11.83658,9,672,4024.436,8.444671E+07
Limited Mega Neutron Blaster I,Metropolis,Jita,45067,257432.3,212365.3,82.49364,2,91,3794.708,1.932524E+07
Regulated Mega Neutron Phase Cannon I,Metropolis,Jita,10001.3,239022.3,229021,95.81575,1,118,5653.129,2.702448E+07
Anode Mega Neutron Particle Cannon I,Metropolis,Jita,30100.55,230118.5,200018,86.91955,1,94,4085.219,1.880169E+07
Modal Mega Ion Particle Accelerator I,Metropolis,Jita,80355.05,198738.6,118383.6,59.56747,2,33,1012.647,3906658
Limited Mega Ion Blaster I,Metropolis,Jita,44120.05,193406.3,149286.3,77.1879,1,46,1775.322,6867169
Regulated Mega Ion Phase Cannon I,Metropolis,Jita,49999,224069.7,174070.7,77.68596,4,119,4738.843,2.071441E+07
Anode Mega Ion Particle Cannon I,Metropolis,Jita,751000,21002.04,729997.9,97.20345,1,1,97.20345,729997.9
XR-3200 Heavy Missile Bay,Metropolis,Jita,109075.2,38899.97,70175.27,64.33657,16,558,18464.6,3.91578E+07
Experimental ZW-4100 Torpedo Launcher,Metropolis,Jita,1100,4601.81,3501.81,76.09636,2,379,14458.31,1327186
Experimental SV-2000 Rapid Light Missile Launcher,Metropolis,Jita,206250.1,116001,90249.08,43.75711,8,480,10676.74,4.331956E+07
